id,track_name,artist_ids,artist_names,album_id,album_name,release_date,duration,uri,playlist_offset
3c35bveEQuYmtN1haGuRXo,Hard Rock Hallelujah - feat. Bürger Lars Dietrich,"14SgKNlOCKAI0PfRD1HnWh,2qcfDgAcnHmmMMzltjGhqA","Lordi,Bürger Lars Dietrich",3IwW6R5pI4slbJl6vNFCK0,Hard Rock Hallelujah (feat. Bürger Lars Dietrich),2022-12-09,181.894,spotify:track:3c35bveEQuYmtN1haGuRXo,51
6r8CmKY5rBtuozY9kBy3cD,Free Bird - TOTEM Remix,"0O93zfdJ4KoKEzQAJg1tNH,2de2E6LOOzwGUF2KWVoiSW","Lynyrd Skynyrd,TOTEM",0Xx6pUgR7UTRsVGLQ8n6aJ,Free Bird (TOTEM Remix),2022-12-02,166.5,spotify:track:6r8CmKY5rBtuozY9kBy3cD,52
1sanG8kuJjREqTt851HwhL,Control,4xzNfBbV1TEZYKvWgkDPdb,MAGNOLIA,4p9PpVoizbAP1L9GC8esBe,Control,2022-12-23,216.913,spotify:track:1sanG8kuJjREqTt851HwhL,53
6GJizW7dKdiDNCGpNt2WYl,Plastic Sea,3VACZ30DKodg2j5fcb4Jzn,Marturos,5funXF122gBSNs3mreKXha,Plastic Sea,2022-12-31,393.846,spotify:track:6GJizW7dKdiDNCGpNt2WYl,54
6CfVLX42mrM7OLRZAJ85zm,Can You Make Me Feel Better?,0NzO0zF5nZFG3JQ3XEtHWW,Mike Strong,3XdF9WD6raT27gpvMSit6C,Act Like You're Alive,2022-11-13,132.212,spotify:track:6CfVLX42mrM7OLRZAJ85zm,55
3tQpI6FPzEkQefG1bZ0kX1,For I Am Machine,6BeKgthtnIzDutiD5c9WMY,Mordkaul,2bbqWwflAOm7NY7uabNfId,For I Am Machine,2023-01-05,261.465,spotify:track:3tQpI6FPzEkQefG1bZ0kX1,56
6DPE8tGV9lzKALNnvuY9dS,LA FINE,0lAWpj5szCSwM4rUMHYmrr,Måneskin,5eZ98aKCgAQmEYNtueCoJK,LA FINE,2022-12-16,200.588,spotify:track:6DPE8tGV9lzKALNnvuY9dS,57
38Ym3yJHmWyiN1BlP12cuY,Repulsion,3eMDtFKrxp8MIifngh7smJ,Nag,0KNBTZ5EuuDGNxfflDatln,Repulsion,2022-12-06,122.105,spotify:track:38Ym3yJHmWyiN1BlP12cuY,58
7661e9oNnKRAf30jhs1Bra,Consequences of Submission,4xBPKcnBiUhb89OTzzIERq,NovaDown,7ntRIrl48HZCLTaOX0AzeF,Consequences of Submission,2022-12-21,294.3,spotify:track:7661e9oNnKRAf30jhs1Bra,59
2NFaUljJj2dxUcvzZcVzXi,Disintegrate I - Single Version,5anRZRNmVWfbdVftd6WQE5,Oak,2SW4bWQhcHGz2REC56YWhY,Disintegrate I,2022-12-08,239.843,spotify:track:2NFaUljJj2dxUcvzZcVzXi,60
7qwTlAdz1usnxXd24H3yjw,Half Life,1U4tj1OPey66HhgVXGdlSY,Object of Affection,0AjbRK9LP0qPcGRWw0GYGp,Half Life,2023-01-05,212.986,spotify:track:7qwTlAdz1usnxXd24H3yjw,61
2aiZqs8WMaVlD12EBsWFtR,Follow The Light,"5EjlcSfqPb9erSH9N0ccQu,43hSMoKYh7KWaRLup4LaG6","Ocean's Blacklist,A New Chapter",4EGNKEsvzrgpj2hA91G9xG,Follow The Light,2022-12-02,223.68,spotify:track:2aiZqs8WMaVlD12EBsWFtR,62
6R5ShLfYXId8CJh8Ay6Oft,Lifesick,4ajF56XiyuKwe60YpQRToj,Ox,2buyFxGWru5pHfgIdYX5st,Lifesick,2022-12-02,284.374,spotify:track:6R5ShLfYXId8CJh8Ay6Oft,63
467yqsPsbfSjCT2iPelg0I,Infrared,7he2S5Silq5uTPE2a0kaa3,PHELIXX LAKE,01cVf3bSIcEWAQRIebjy7u,Infrared,2022-12-23,197.41,spotify:track:467yqsPsbfSjCT2iPelg0I,64
1agNmc6ymvLov8t0rjRsqW,De Taptes Dans,6PCrrZFqoRVsEGEfcpUQkt,Phantom Fire,1uiBIfb2MrneWGH1uHSiEH,De Taptes Dans,2022-11-25,169.811,spotify:track:1agNmc6ymvLov8t0rjRsqW,65
2FTOIw6SxjdXp4307l0nt2,Rot,5UuK761QvesmBCe1fwzrYe,Promethee,6gyW24Pqsh8tI6OQJ9Mn4l,Rot,2023-01-06,256.486,spotify:track:2FTOIw6SxjdXp4307l0nt2,66
6nxp9LWnwunqUNlPB8lRZM,DUMBFOUNDED,"7l2TbOpPHzfF5rlzILQvIp,0Qur5LqqAVVunjY2PnjhUp","Py,Throwing Snow",2aO799hjf0bZeR1I8SLedr,DUMBFOUNDED,2022-11-28,186.0,spotify:track:6nxp9LWnwunqUNlPB8lRZM,67
7kv0bj8scxYbrFaLQilgaW,Dreams of Calpurnia,6fuf34CYUe4klqiMkH2SOr,QUEEN KONA,5PfxToIgSvSwPZuQf5qy1l,Dreams of Calpurnia,2023-01-06,258.847,spotify:track:7kv0bj8scxYbrFaLQilgaW,68
4w2Cq9QgAezkfDnkxiClN2,Heavy Heart,6hha7AM7ao3kNpN0VwOXgD,Redlight King,65v5v9HPt26oJ5qLgnifQG,Heavy Heart,2022-12-16,210.92,spotify:track:4w2Cq9QgAezkfDnkxiClN2,69
42br9VwyYFWjWIHx7Dzr2M,A Vicious Century,1mBlXEwIotyp6SuLDsQoaH,Redsphere,0YV53eRHkrD8SvkwIFFeEa,A Vicious Century,2023-01-05,208.681,spotify:track:42br9VwyYFWjWIHx7Dzr2M,70
66IFLa2JA0ki8UT62XN0l1,Sharing,4aglyvdJ7ApTfDC6aQ2LFf,Rotten Sound,0OF4psvmQrkDlIkA9aCzUP,Sharing,2022-12-15,106.293,spotify:track:66IFLa2JA0ki8UT62XN0l1,71
4hzLuTmZC0usAQovUlgpmv,Good 2b Alive,"0ecbvwhuhiEAWOLHlRXpqD,2DauXVEgQPLf31ZAX0PjIA","STEELHEART,Miljenko Matijevic",0OxJapLbRg4p9OqGYY3sve,Good 2b Alive,2022-12-07,305.798,spotify:track:4hzLuTmZC0usAQovUlgpmv,72
0svHuKLPOY3ZTndgOCKA1N,Asa sa-mi ajute Dumnezeu,3R0LyUPVO5np5VUiErUuIf,Skilod,0B2icOQRkFh7uA8eQiYPOA,Asa sa-mi ajute Dumnezeu,2022-12-10,323.421,spotify:track:0svHuKLPOY3ZTndgOCKA1N,73
7AbtmOXWdVNzh2NGX1mMqv,It Will Never Stop,64tVHZVSAZhDEiOJxnb6hE,Sparklehorse,2BTHmANiamvDEZOUoSIP9t,It Will Never Stop,2022-12-06,110.48,spotify:track:7AbtmOXWdVNzh2NGX1mMqv,74
1T6xGnC0wADOWR94IEZFy0,"Deaf, Dumb and Blind",2ydOoXws4E1tEvZikWaPQV,Squealer,1CDUVEWfIDQlK6Wn6cVqgi,Black EP,2022-12-09,189.048,spotify:track:1T6xGnC0wADOWR94IEZFy0,75
4t9E4wj0PHqNozXXIboLYM,UNTENDED GRAVES,4tDkeVxH0CSkNiLVrsYmQs,The Acacia Strain,1hsYH0Y9c8o3siY9FQy1Wm,UNTENDED GRAVES,2022-12-14,137.255,spotify:track:4t9E4wj0PHqNozXXIboLYM,76
6mBAGOhYl3ZlBOTNHv0Pe7,Hymer,4uLEArAk4IQvJGRiB2fLC1,The Dark Jazz Project,25uFexQpAvofpiryz1ZyNi,The Dark Jazz Project,2022-11-14,280.0,spotify:track:6mBAGOhYl3ZlBOTNHv0Pe7,77
1igBEAMgmuntDKqoUoSFab,A Cold Day in Hell,"3bmrHxdcDiLJwuJYu3hpEU,0ZL948orsY5yM2hlESNF6O,3SSMWOv4oxoSrm1lJP5kfc","The Holocaust,Warcloud,Bomshot",7sZ84vxooxqnkNgHtGHabg,Northern Right Whale,2022-12-09,318.171,spotify:track:1igBEAMgmuntDKqoUoSFab,78
72yUuwC1FMKpJaq3zdc5eT,"The Boys Are Back In Town - Live At The Hammersmith Odeon, London / 14th Nov 1976",6biWAmrHyiMkX49LkycGqQ,Thin Lizzy,4QD1gWgXljG5oKxPju1u1u,Live And Dangerous (Super Deluxe),2022-12-02,311.019,spotify:track:72yUuwC1FMKpJaq3zdc5eT,79
1ctPO5c7bcTpQlwwo6oJVF,The Pain of Loss,5od7JP4VZxm6AHWV2xbyYC,This White Mountain,19f8YL86cK8NQAhQnFYhmN,The Pain of Loss,2022-12-23,712.506,spotify:track:1ctPO5c7bcTpQlwwo6oJVF,80
7JoDsM7cDwYeZoKNiiSrRy,Second Hand Smoke,0C9LA3ubuZg5at90lwDikC,Those Once Loyal,2vDaaUmhDsyLyt2qbkhZU2,Second Hand Smoke,2023-01-06,310.59,spotify:track:7JoDsM7cDwYeZoKNiiSrRy,81
3Ur4FXIArdUF0I8mvXOeRP,Neptune Society,7MxRSOIsrKKrMc7pAzKlqs,Tora Tora,6FH5bLLWuKCOC7LYJqQ7DS,Neptune Society,2022-12-17,290.474,spotify:track:3Ur4FXIArdUF0I8mvXOeRP,82
5YJKOojAHlXopqGdc0rGdY,Amra,0WuTWF85bLBBINeKAgHap1,Trahir,7jl82vv05xHerhixSUCgCU,Whose Hearts Petrified,2022-12-01,383.416,spotify:track:5YJKOojAHlXopqGdc0rGdY,83
7nEDN4W3nx8lFV1nJaAsEL,Hiding,39cuaKdB7ahAIbHcPiDkVI,Trembler,5o1TC4anOIWLMXs8n3nOFC,Folding,2022-11-25,298.346,spotify:track:7nEDN4W3nx8lFV1nJaAsEL,84
4pQqpJNjknRobcXilWGJUi,Tarantado Ka,3gb2GBdgA7vdqHXHjIiyPw,Tubero,3JNKTdrz55IMcqrEFs71DV,Tarantado Ka,2022-12-23,100.531,spotify:track:4pQqpJNjknRobcXilWGJUi,85
3LVRXTdontkirYS6vaiJ6H,The Shape,"4lAGO1rcpYEdv1Zx0yS8ku,1j9xk7c6TgWewX6GxG7Qi0","Tyrantula FL,Kyle Weeden of Tactosa",5YTINqLZcYomcwcWCVe2zn,The Shape,2023-01-05,242.322,spotify:track:3LVRXTdontkirYS6vaiJ6H,86
4wF32b6sIH39DoRxeMA4mw,Rusty Silverware,"55UEjjjLkvSklEtxbOrF7N,5C4Ykpj8uV3LkRANA6rF9M,0gw1l5DoFtgHW8SKW5XeyN","Vic Spencer,ANKHLEJOHN,Fly Anakin",6Uz5NJsBSsNHyvBNn30RMa,IMPACT (I Must Punch A Car Today),2022-11-12,188.342,spotify:track:4wF32b6sIH39DoRxeMA4mw,87
4dsJtw4ic2WTJE0acQjriv,Less Than Nothing - Radio Edit,1RUnBRu3laqXzeBmDjN1Bq,Worldwide Panic,64XkSDvnkKOYUcswhJlK7j,Less Than Nothing (Radio Edit),2023-01-11,167.52,spotify:track:4dsJtw4ic2WTJE0acQjriv,88
0Rl4E83H6fVBSzXc7NqNDv,heartLESS,1kNQXvepPjaPgUfeDAF2h6,You Me At Six,4KQpSWRzKq3BzcHzhx6BNi,heartLESS,2022-12-08,207.4,spotify:track:0Rl4E83H6fVBSzXc7NqNDv,89
43TaG0KbArjPO9RLGKylKZ,Wajhelkhata,3Z5dr3yRC0mbwGzkGoCYyx,Znous,5aJCnCZChX5oiY0uUbhX4S,Wajhelkhata,2022-12-09,228.0,spotify:track:43TaG0KbArjPO9RLGKylKZ,90
1dlwAvZc4lCjVK5QrTsgBe,STAY,75E6HgbRInQyFuC5rCFYQa,landless,6SfvLWuWm1RqRSmYUY90tb,STAY,2022-12-09,192.0,spotify:track:1dlwAvZc4lCjVK5QrTsgBe,91
1nEZmeIFL768z0AZ7RHCNQ,Долг. Нет Пути Назад,6yS0o11Rl53vy2WMlDWhFQ,Война Осколков,7pGe6DAkyDCfsMFbhJV84y,Долг. Нет Пути Назад,2022-12-06,247.594,spotify:track:1nEZmeIFL768z0AZ7RHCNQ,92
598m004gyLRUj4Yu4ZYi28,Ψευδόμαντις,3Kp9UoUfzXxx1M8cCsw0kj,Ὁπλίτης,3cDLZ3ERohb4fBCljk6nxb,Ψευδομένη,2023-01-01,185.066,spotify:track:598m004gyLRUj4Yu4ZYi28,93
5FzudgoJAOiiR8rR3Kot2o,Dead Addicted,4P8fDItPdqBc4sn5u5rUNX,4 Oceans,5eOiX7EA7Ju29oo1CgHgKj,Dead Addicted,2022-12-16,245.395,spotify:track:5FzudgoJAOiiR8rR3Kot2o,94
6uHFrTlHD1QvxEaFKpb9Rb,Medusa Complex,3BsGLLnfCvbh5xmJq9mgGY,9 Stitch Method,3OE9kfNGvu5vrTyVAzBMhT,Ill Omen: The Harbinger,2022-11-26,89.0,spotify:track:6uHFrTlHD1QvxEaFKpb9Rb,95
4tBRf6FK04mxR1nEmTizH9,Careless,45TqC56lnfaP0xYb2AC8jE,A Projection,1ACb5UUet58WtwFYzar7D2,In A Different Light,2022-11-18,252.92,spotify:track:4tBRf6FK04mxR1nEmTizH9,96
1ykPre61EMByR0X2uudAm8,Alive,"09wfciQIOHvEbWiAntJM2Y,43dKsYteHJJJS9OBqYTgKy","A War Within,Pariah System",5XAoozGsyBVbRgtvmS9bSX,Alive,2022-12-09,204.714,spotify:track:1ykPre61EMByR0X2uudAm8,97
1OpkAWPHTnoFemXINYpWBa,一途,"65T5OWkp6XPHZzurwEaBl6,1qLwXsUtyW2Ba2Iotg4gE3","ASTERISM,PelleK",4b8auw1NtYh0mfx3kfU6BN,一途 / unravel,2022-12-09,184.208,spotify:track:1OpkAWPHTnoFemXINYpWBa,98
7Mfi9zaKMtVQV23AQLDAgQ,Ангел,5d3p9acSNz0wUyXBFuZvM3,Above the Stars,4PSGwmoiNEm68DAXcMXH2k,Ангел,2023-01-01,215.263,spotify:track:7Mfi9zaKMtVQV23AQLDAgQ,99
33UVNdur5k4SlFJPf0YoWJ,Satanic Return,0k2eWfLrgcxPgBlJJjcqaw,Abysmal Lord,2PIppoHN1B0nkWh5lgs3xI,Bestiary Of Immortal Hunger,2022-12-30,142.6,spotify:track:33UVNdur5k4SlFJPf0YoWJ,100
1uWkHb5H1Kdogi6tvuvGGC,In Your Eyes,1ZjAT2nTrzDIXFfsQ2hWJk,Adelitas Way,0NIwJS93DCIpjtwFAkNTrk,In Your Eyes,2022-12-09,185.184,spotify:track:1uWkHb5H1Kdogi6tvuvGGC,101
3OuX2bsCv6nYZpLq4i8qbQ,Pumpkin Seeds,"2fSaE6BXtQy0x7R7v9IOmZ,7bHm3B3jJju0q9FUdOgp3b,01QTIT5P1pFP3QnnFSdsJf","Aesop Rock,Blockhead,Lupe Fiasco",5f9t4cfgnlHWbtqS22d0zt,Pumpkin Seeds,2022-12-09,218.0,spotify:track:3OuX2bsCv6nYZpLq4i8qbQ,102
2vAwFMQsIKVhSxMxXv5i8T,Don't Look,6bfkS5FWByqpS0BXUNOLzR,After Reach,50DgDMoOqZeaInAMgNmhRA,Don't Look,2022-11-25,286.624,spotify:track:2vAwFMQsIKVhSxMxXv5i8T,103
1zGLwVliVAQ3Qa2ejYBBX2,Obstetric Bastardization,2ogyPQ5zxhMcMIwmHO8DUc,Afterbirth,7dOJZTglyUEe2Pm1SHFmUV,Brutal Inception,2022-12-09,309.008,spotify:track:1zGLwVliVAQ3Qa2ejYBBX2,104
2vCisLQ5VMVoQyncdyw2EZ,Beyond The Deep,2yoaZdFiI362NRtFPF3YTN,Against Myself,5wnPzNgvBm8dpt66FVJEb2,Beyond The Deep,2022-12-09,369.103,spotify:track:2vCisLQ5VMVoQyncdyw2EZ,105
5WCzf7xdfXNNRsHQYbj1iR,Forging of the Rings,44owfcdF2kT6OfGgG354FU,Ainur,5cBrV8U8Kd8aT4ilqXePtp,Forging of the Rings,2023-01-03,245.0,spotify:track:5WCzf7xdfXNNRsHQYbj1iR,106
7dRgq8LiivLs87upr9rVcH,Preludio Majestuosa,78sc6ajJEFZof8sdoOV3cO,Akash,1ju1Gv7gNSiwgfJkNYzSTW,Preludio Majestuosa,2023-01-01,135.999,spotify:track:7dRgq8LiivLs87upr9rVcH,107
11gdHQ2ysxuPtsdym7T8nf,Singularity,298PHWdca9qKa7xfCKgNIB,Alamance,6zcL6iupzbQSF7SXktuNeW,Singularity,2022-11-11,258.0,spotify:track:11gdHQ2ysxuPtsdym7T8nf,108
1oADRDNPNzmNl50HRiQhQD,Sleepwalking - Unplugged,46gyXjRIvN1NL1eCB8GBxo,All Time Low,2f8uR6f3g5RbcQbP9PFOC6,Sleepwalking Reimagined,2022-12-21,175.535,spotify:track:1oADRDNPNzmNl50HRiQhQD,109
1BW8DN5qVyk3TqfAUWHNTq,Livin' La Vida Loca,4k3Z3eYOjePCjaNSvx6IHM,All Wasted,2xXndEc425moHv5hw7XM4h,Livin' La Vida Loca,2023-01-05,251.94,spotify:track:1BW8DN5qVyk3TqfAUWHNTq,110
4KjSheFXvZUb5vMmMccABQ,Banderas de Destruccion (with Tomas Herrera),5dRPq4Kxqy8n3ja4DG1sgD,Alwolf,3Nd4Kn8ZzWQ62KWnZ3da7H,Somos Mucho Mas,2022-12-07,283.536,spotify:track:4KjSheFXvZUb5vMmMccABQ,111
4VjotEPyrbfT1l3LeIv1gi,Black Swan,7tFUQ2SDdHKDQTxWJDyRrW,Amberstein,56R4O3dEp8F1pYlAU7S7D5,Stages,2022-12-23,259.278,spotify:track:4VjotEPyrbfT1l3LeIv1gi,112
29ILM9GYJLtRJimQykiZab,What Now,"4a9NXVL2Qxsst3B8ezK7nO,7pEbFi2YyD5d3Mxsqp5r4U","American Teeth,Brasko",77YQF8ch6PFX9NYxgT9niz,What Now,2022-12-09,134.844,spotify:track:29ILM9GYJLtRJimQykiZab,113
7AYkmhShwCKrPv9qGjGimb,Sinking,6rcZVbLYpabmKH6qxIcIjh,American Thrills,3VtOqyW2HWz0kJLTlxpniQ,Parted Ways,2022-11-18,146.874,spotify:track:7AYkmhShwCKrPv9qGjGimb,114
6X0e01F3uwhMvbqiI2urX9,Meanders,6PEBIPKi5TvTrCoyDsRDTh,Anachronism,3Z2mRLGZEpcrY7b7WLIj9y,Meanders,2022-12-02,240.756,spotify:track:6X0e01F3uwhMvbqiI2urX9,115
4rUWVdQyLIDSp6GWCDO86C,Art Imitates War,"7Coo58A8U3BCpCl4nQ3pda,21vsckiGZoMCydfJIR69qz","Angelspit,4th Wall",1kpCSKnbbaR098hVMJs6gC,Art Imitates War,2022-12-19,182.635,spotify:track:4rUWVdQyLIDSp6GWCDO86C,116
0PZLaXCU2v0Ih1B5BOpA5g,They Shall Take up Serpents,3szs5BDvU28uGX7yt0CRNE,Angerot,3z76RXfufiYMJJJW1VpVnZ,They Shall Take up Serpents,2022-12-25,255.423,spotify:track:0PZLaXCU2v0Ih1B5BOpA5g,117
2C7Zot6L1px2Fi3SfXtJch,Car Keys (Gregg Turkington Remix),"4kwxTgCKMipBKhSnEstNKj,3obBKxZTOzPV65MAJfTAgz","Animal Collective,Gregg Turkington",1Q0SfnJ4uAHsaU0oKOoS12,Car Keys (Gregg Turkington Remix),2022-12-15,165.696,spotify:track:2C7Zot6L1px2Fi3SfXtJch,118
3PdVow5v9ND8dP9ZbkQCi8,Blind Spot,3I5IACZdrxcIUHqQnpiItF,Anna Kost,1kB7FxBy2PYNxLHnl7KS6Q,Blind Spot,2022-12-09,312.5,spotify:track:3PdVow5v9ND8dP9ZbkQCi8,119
4vJV8MUDxdaopQy5hdUtl8,Take My Place,6yo1D9ckBBzgB96dHDHiXI,Annapurna,7ea56qhlZaOqCUAHrgf5WU,Take My Place,2023-01-01,244.509,spotify:track:4vJV8MUDxdaopQy5hdUtl8,120
0XprGz4jlKREDaj493M1Gw,Unholy,5f18KeztDInZIN7cRyRdp6,Anthony Vincent,4okeJWKsWif7q3D6lNASsq,Unholy,2022-12-20,163.511,spotify:track:0XprGz4jlKREDaj493M1Gw,121
3KFBl5C9U8XKPNKcZv9U7s,Choke on your lies,4trKPSAXSiQ331OCB1aF9C,Apava,04hFGItazGhBHpSW7fMuNq,Choke on your lies,2022-12-18,209.518,spotify:track:3KFBl5C9U8XKPNKcZv9U7s,122
239TrPCAr9kQ4WOYFq08UA,Штиль,0ICn3Cbc4mMeLmTvwnqXYu,Aria,3a4cp4MHXH4Jidp12L47ks,Ballads,2022-12-24,335.533,spotify:track:239TrPCAr9kQ4WOYFq08UA,123
1objEP5vVaNw3qxH174wxT,In Salamis,4i1kDUJkz1Md0NK9iyLuAD,Arrayan Path,24Kpl5yCVvmKh2j9Lq1BTC,Thus Always to Tyrants,2022-12-09,276.441,spotify:track:1objEP5vVaNw3qxH174wxT,124
1ktknZUdosWJTraFg1ScQ1,Hope Unending - Instrumental,6yhDRZPfZ04jdgrYaGX7nu,Ashen Cycle,2Fho0CGRwCUxl6cBqRhwxY,The Inevitable,2023-01-06,360.019,spotify:track:1ktknZUdosWJTraFg1ScQ1,125
0gGHMiJht5p3vgqbNckw0P,Another Life Lost,6PHDOUfabIXQ4lb9PXg4Yz,Asmodai,3j4q4zwcul9NH0DMgUE5Rs,Another Life Lost,2023-01-01,172.652,spotify:track:0gGHMiJht5p3vgqbNckw0P,126
2QJUNks3wkjrvp2OwKxKeV,Looking Back at Home,"2CLaRQ53mA9nJsptXAHWQP,52yQP5wDWyq7o8D7fSVObg","Atonalita,YENISEI",7lEpR22QLWOCQW6zQKDMnA,Looking Back at Home,2022-12-21,378.0,spotify:track:2QJUNks3wkjrvp2OwKxKeV,127
6u0NRvczjUzBIaEeWEzOcc,Malicious Sukkubus,"050NpEYZ5xFUS1BOAZjVmX,6AEq0leC9g7XTUp3Z7tUlp,0B8xFjzuA1tZ6nmnKSzVG7","Atrocity,Elina Siirala,Zoë Marie Federoff",2k9C5MwKo4tklKfnpcD3Ix,Malicious Sukkubus,2022-12-21,395.211,spotify:track:6u0NRvczjUzBIaEeWEzOcc,128
3RLQmZog1TaS6r1j186j7k,Unbreakable,4zVeGdifjxGkC3eCSmCo0H,Axty,1EDn1YJji6cO0jaxqeI89Y,Unbreakable,2022-11-30,221.333,spotify:track:3RLQmZog1TaS6r1j186j7k,129
2sCFgIrcBvZVlPBxcoq4jI,Winnebago,4XwELoV1j6jtUCrOkTaYRp,BLACKWELL,5ocAhgmgckTj0vIFfhIHra,Songs for Strangers,2022-11-25,147.074,spotify:track:2sCFgIrcBvZVlPBxcoq4jI,130
14zQEKuHaDLBfx6HeaJ40R,The Other Life (8D Audio) - 8D Version,4aDQ41umuxBNh1wEW8PZd0,BREAK ME DOWN,0toX2JUTdZzHM3RILa3oS1,The Other Life (8D Audio) [8D Version],2022-12-15,209.785,spotify:track:14zQEKuHaDLBfx6HeaJ40R,131
1r4tqAlRva24jNsPBoIhIp,Truth In Fire,"4m7vFtJZtkeFQfJVbiQBRe,5ks9IdXVMUyjaEHTTSNpJ3","Baritus,Kourt Henson",6bbFVzj3MRyKm07ZraEVre,Truth In Fire,2023-01-03,250.0,spotify:track:1r4tqAlRva24jNsPBoIhIp,132
4ieR2eT6DPSjbqE2Md9zoO,Necrotic Ecstasy,3G9syNiqkQiAIMSrztrk0J,Bastard Grave,3TfSCRDfDftEApzXiWC3ES,Necrotic Ecstasy,2023-01-05,246.773,spotify:track:4ieR2eT6DPSjbqE2Md9zoO,133
0QiVIc4E7sQpZ7Y51Ye2K4,Vuurzucht,5ynqSvvyt6b3buuvr9Jo6g,Bezwering,2pixpXNU1ibqXIlqflb4bc,Dodenkroning,2022-12-09,309.557,spotify:track:0QiVIc4E7sQpZ7Y51Ye2K4,134
52TlOlvxPedcGvawsLfAEb,Mask,5xvWaAraKZdkRbY2qBip5c,Big Laugh,181xiVBUlIFltAQpwNcwjW,Mask,2022-12-16,89.453,spotify:track:52TlOlvxPedcGvawsLfAEb,135
6tX0QBoCPDjMx3MhQsiViY,Leave A Mark,2tn5Mzb7jcz8qpavjS8esM,Black Corvus,5uASSAmsBSjqHL1Oo6iaeh,The Murder,2022-11-11,227.125,spotify:track:6tX0QBoCPDjMx3MhQsiViY,136
6QP7N4eld9HdSGTouPvmoT,Vague,4CowZUNi4fqCsYK3IeeBGk,Blame Kandinsky,6l8EJ4dGRB6pLlqhvBJqCP,Eclectic Ruiner,2022-12-02,131.92,spotify:track:6QP7N4eld9HdSGTouPvmoT,137
5wRsyD4kWQbqCiG0RhsF4C,Psycho Idol,"6YiPWPRGTl4ettBQKZnth6,045cbPAAxOtoCnhqLkaLGZ","Blnk Slate,Mr. Unlucky",5txhEbwck41D8O3CYSBGGP,Psycho Idol,2022-11-25,202.599,spotify:track:5wRsyD4kWQbqCiG0RhsF4C,138
7Bt4fe5Qr2KV4CMmBFWkLe,Sometimes Yesterday (Original Motion Picture Soundtrack),7yNWK7DnoHYGJ25Voe8ar9,Blond Viper,52NEegHXZC7jdTjn9kWSG5,Sometimes Yesterday (Original Motion Picture Soundtrack),2022-12-23,248.696,spotify:track:7Bt4fe5Qr2KV4CMmBFWkLe,139
7BzYcynTKprBeofMYQkGJa,Dark history,2SRu9oxCg91Omb2yMFzttR,Blutengel,3W1m1aP7cE5Vbvhig4auAg,Dark history,2022-12-15,301.808,spotify:track:7BzYcynTKprBeofMYQkGJa,140
3ZIBKMlM2HjbiQL41BzcbQ,Light of the Sun - Orchestra Version,3WorcXKb2PFutcaYEFjBWq,Borealis,3Ij4FWekcmGqpM8UH85wPo,Light of the Sun (Orchestra Version),2022-12-04,384.28,spotify:track:3ZIBKMlM2HjbiQL41BzcbQ,141
3TxcGBAuVih9ZTGxY3xk08,Forest of Illusions,1Lsa13TbbBxt2AxCx285em,Breaking the Relapse,0WdCzVBVDeqVeJtHdh7QU1,Forest of Illusions,2022-12-09,137.68,spotify:track:3TxcGBAuVih9ZTGxY3xk08,142
6CdgvLuSgVk1uXsppoYqfQ,Determination,5sYyLYoWf5LAlH6bsgSM6t,Bring Down The Sky,581iy622qEAG3vH46yPcT0,Determination,2022-12-21,225.517,spotify:track:6CdgvLuSgVk1uXsppoYqfQ,143
0N10XHFu5FJx3JcBv5PPVe,Hatred,2WhHHRMfiA5NdYAhNKunI2,Broken Factory Windows,6AvLqoe814wOWSaCKNTy38,You didn't stand a chance,2022-11-11,192.683,spotify:track:0N10XHFu5FJx3JcBv5PPVe,144
50Jh3brSFa7o50h5r9Ewxb,Joker,6VoDY3M6eh1fpqTFGTRTwR,Budderside,35DJXg03w3yFCXtsho0XB6,Joker,2022-12-09,231.525,spotify:track:50Jh3brSFa7o50h5r9Ewxb,145
57WYmdUYggjpXqTsU5BT9n,Attitude,3cMV6gZTWyfJZCaGl2eZBJ,Buggin,7cp19grH5E1gFFSEQ0hjM2,Attitude,2022-12-07,51.655,spotify:track:57WYmdUYggjpXqTsU5BT9n,146
6GoO1nHu5C0jhk2rnDbmq7,Only Life I Know,"45a6gCQWq61lIUDmr1tKuO,5v0XTlB9FqNvfBfnw8n5b0,2yNDJawCTFYAjG0uW4rZLK,4ezj2XYgCvPxoIoH6LyKil,3R71ZbwGhxzQe8jKichWor","Bun B,Statik Selektah,Smoke Dza,Flee Lord,Haile Supreme",0x06iiRmDrPpU1Wlo5MHoz,Trillstatik 2,2022-12-08,189.274,spotify:track:6GoO1nHu5C0jhk2rnDbmq7,147
2KLdrBr5SkyuGRWNMOQbhu,Swarming Vulgar Christmas,5M2me1WMtdBlMy8NhFaOsI,Cadaveric Incubator,6AlDdiOibGVvXXmCGgXkag,Split,2022-12-09,335.573,spotify:track:2KLdrBr5SkyuGRWNMOQbhu,148
4k83APIfSXcm0YxxcnNZC9,This Time Tomorrow 14,3R6c2tWDBeYB1GncjLMn9n,Candlebox,1Iq0NR0ZX2unG1FO1TtXR1,This Time Tomorrow 14,2022-12-09,277.267,spotify:track:4k83APIfSXcm0YxxcnNZC9,149
