id,track_name,artist_ids,artist_names,album_id,album_name,release_date,duration,uri,playlist_offset,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
42Y6p0Kc3suygNBwWklv2T,Baby Criminal,2nAKP6etu8wXNnezKXgqgg,Viagra Boys,2IC2TP7bnwkfl56vjabLQt,Cave World,2022-07-08,279.605,spotify:track:42Y6p0Kc3suygNBwWklv2T,0,0.000322,0.396,0.966,0.000155,0.582,-2.335,0.0816,132.366,0.455
5J9PWfWEFc7a21pgWt6PkK,Cliffhanger,75lXMXjUfNNbrBz6auGvvG,Escuela Grind,06DSoRQ46K2LWqI0Gi2OG8,Cliffhanger,2022-07-07,156.401,spotify:track:5J9PWfWEFc7a21pgWt6PkK,1,3.27e-06,0.198,0.9,0.0767,0.812,-5.07,0.0958,126.027,0.23
1M3wFXBkd6itXvqzxQkgFz,Arcadian,"7o6QC2VBbILo6qlaEpKE7x,4yiJ7efMG6Z8w8AU2jri2j","Thumos,spaceseer",0R235VNq82Dd82THo7JjdZ,The Course of Empire,2022-07-04,501.333,spotify:track:1M3wFXBkd6itXvqzxQkgFz,2,6.85e-05,0.293,0.987,0.719,0.399,-8.369,0.168,134.987,0.0365
7BnAiL2Oh5jROTy2DIfzXG,Devotion,5OwQGVEXMAy9L3rgYhedvg,Obsidious,1NxMqAlEEt0LhMFplBaji2,Devotion,2022-07-28,298.549,spotify:track:7BnAiL2Oh5jROTy2DIfzXG,3,0.00114,0.502,0.941,0.0,0.0457,-5.349,0.083,105.048,0.366
0wMsnJgY82QHiB0gQn6UAE,Eden Will Drown,4MnX5gyPiIWEjQzvX54I8p,END,3ibVio0A4V0qNhUiscjFjR,Eden Will Drown,2022-07-07,192.36,spotify:track:0wMsnJgY82QHiB0gQn6UAE,4,6.71e-05,0.205,0.96,8.5e-05,0.707,-4.493,0.186,96.582,0.102
0fUUjF2hmFp9i71qHl9li8,Ataraxis,6WCWkB4bGX2HDsoyQb6KyL,Cult Leader,3ibVio0A4V0qNhUiscjFjR,Eden Will Drown,2022-07-07,113.706,spotify:track:0fUUjF2hmFp9i71qHl9li8,5,2.27e-06,0.117,0.962,0.365,0.333,-4.93,0.188,179.963,0.134
166Qya8pfMXeq9kCQG5src,Teutonic Storm (2021),3rHTxH2it9i3O73UQbnMvM,Traitor,0tkgyipQ3jjwI2UVGVDDuT,Exiled To The Surface,2022-07-08,255.294,spotify:track:166Qya8pfMXeq9kCQG5src,6,2.02e-06,0.201,0.982,0.00462,0.0991,-3.476,0.0547,101.989,0.194
15rzwcnr5ZRaRF7xQjg9Wd,The Great Heathen Army,3pulcT2wt7FEG10lQlqDJL,Amon Amarth,2Ge7U7lz8QrfTEI9RmBEhc,The Great Heathen Army,2022-07-07,244.693,spotify:track:15rzwcnr5ZRaRF7xQjg9Wd,7,0.00269,0.4,0.985,0.00125,0.188,-7.286,0.0623,200.035,0.506
4CpHKEt5cEbzB5GiYVYisQ,Glass Shards,3vMnvW7u5207ATyxTQIxNz,Wormrot,6XfFWtshKIYvwjI6qAqR8m,Hiss,2022-07-08,268.546,spotify:track:4CpHKEt5cEbzB5GiYVYisQ,8,2.94e-06,0.157,0.985,0.893,0.218,-6.158,0.209,170.182,0.0376
4EvnCtFvBGmsyGPsiP3U6V,Hyperventilating - Live,16fltNcwTM5V9rnxIlcha4,Voyager,0kWqo2QejGzQKgRxtxRm3E,Hyperventilating (Live),2022-07-28,417.24,spotify:track:4EvnCtFvBGmsyGPsiP3U6V,9,0.000224,0.335,0.839,0.0152,0.471,-11.633,0.0501,123.024,0.266
27sxPKoaaU1Vw36QNbaTS7,Mantle,1wXoI3Ajpv4WwQ3LmcrSBw,Gaerea,4ee2hn78MoHvkKIcAUF1Cf,Mantle,2022-07-27,316.602,spotify:track:27sxPKoaaU1Vw36QNbaTS7,10,5.54e-05,0.185,0.831,0.277,0.154,-3.386,0.088,110.083,0.0469
4FlCPXk0dmmxbB1MI4g0rc,Crystalline Telasthesia,5RoqQDYxGgKhlDoB0q21Ok,CANDELABRUM,1afTcJOyxyMgC84YC4kfcH,Nocturnal Trance,2022-04-29,554.0,spotify:track:4FlCPXk0dmmxbB1MI4g0rc,11,0.0122,0.147,0.726,0.0121,0.298,-2.664,0.0748,135.968,0.0401
1U78yCvp4SaGTQJycQlb0J,North Metal Legion,2Rs3MsF2y8VfkjmOVHkT5N,Second To Sun,62sz8jO6up98deM4t8PYS4,North Metal Legion,2022-07-07,345.6,spotify:track:1U78yCvp4SaGTQJycQlb0J,12,1.12e-06,0.323,0.982,0.953,0.267,-4.337,0.107,99.947,0.0366
2raeBuRcIU8oXXxM6UVziC,Rise of the Trinity,1vDFKivJsGreOJhC7aYLus,Defacing God,5ZLM63l1rXL8CQtL50kVyb,Rise of the Trinity,2022-07-06,278.386,spotify:track:2raeBuRcIU8oXXxM6UVziC,13,3.86e-06,0.421,0.986,0.608,0.118,-6.371,0.0602,110.035,0.0621
0QZK6ro1NBS83upcJkNJpO,Sight,2Ev0s3CG4Oz7MJvqpQzHWw,Rioghan,0PH2f3zm3rBL8d95LshCG4,Sight,2022-06-16,309.24,spotify:track:0QZK6ro1NBS83upcJkNJpO,14,0.00692,0.514,0.637,0.0977,0.0918,-8.496,0.0332,120.015,0.161
6GAzULIZpLN3EUxRumxmrG,Supacool,"6qkLxKSrr2ms5uAN4OEWGH,0GBYlnXBzFnCGiaH6dLb6j,75d7yw7uji4CkfzktFZih3,7pwjGKaqnfkvS7eQbHaqyH,2GlcSk2WAAQTsQ77jWzqNh,2sWlkS8e1W3kuMWfahW26w","Dj coco,Supaman,Vodka,Sparks,BxdDie bang,Thato",1VJMVnYH1AvmF0ssZwzc4Z,Supacool,2022-07-21,431.124,spotify:track:6GAzULIZpLN3EUxRumxmrG,15,0.0928,0.866,0.394,0.00302,0.0532,-13.376,0.103,110.997,0.293
2uuJs2nltcYFh9pkKP7bW4,Show Me,2P5sC9cVZDToPxyomzF1UH,Joey Bada$$,261LWEVYViMXijB95mAty3,2000,2022-07-22,220.386,spotify:track:2uuJs2nltcYFh9pkKP7bW4,16,0.222,0.599,0.646,4.36e-06,0.128,-6.326,0.337,176.153,0.638
2sOwaTHl42XTB8wn9lk4by,Abyss,7oTWrSAsrqQnBE1LRUBZPE,SRSQ,5xn3iRleMthyqHeMVrhgaN,Abyss,2022-07-19,425.002,spotify:track:2sOwaTHl42XTB8wn9lk4by,17,0.0118,0.274,0.455,0.0163,0.15,-7.329,0.0299,155.121,0.0633
6XUTYsoLpi9xt0qZs0xi1l,Abyssal,2PjNHHntGArPkRST2Ipgik,Acephalix,5tbUjJTdRw4i1yZLuP4ajx,Abyssal,2022-07-19,229.293,spotify:track:6XUTYsoLpi9xt0qZs0xi1l,18,3.29e-06,0.314,0.992,0.499,0.128,-4.658,0.139,165.05,0.202
3zsmEoryUbJC80VXTxz6CP,All Flowers in Time,"3v9hkdHUrX788NVKB8sijb,4gfOoXI9MWCyREzvqNv38D","Gloria de Oliveira,Dean Hurley",71NTMTAhRjZVcqFBTJBNKr,All Flowers in Time,2022-07-19,215.841,spotify:track:3zsmEoryUbJC80VXTxz6CP,19,0.112,0.379,0.555,0.195,0.193,-9.813,0.0275,148.055,0.17
3esPbOa0aIQbEbxDAnYSnO,Ancestor,"11EAP8MX0cfrW9lzkK424H,1Lwi01HS3nSZxM9u9zr3CT","Wolfheart,Jesse Leach",7fdV64GdS4DaWwr8TBL4Ku,Ancestor,2022-07-20,283.241,spotify:track:3esPbOa0aIQbEbxDAnYSnO,20,0.000168,0.173,0.98,0.00728,0.374,-4.685,0.112,97.566,0.0354
6DdgRHXV6hH3XqSOiFd8pw,Angel,6sLwRSXSUF5JTUnQaFenyj,Christopher Jackson,1PaOqZ0lsw4FDOhTHq2cum,Angel,2022-07-16,161.927,spotify:track:6DdgRHXV6hH3XqSOiFd8pw,21,0.0156,0.809,0.479,0.903,0.0977,-12.274,0.452,82.994,0.625
65jOD2RMAErYoB1rGUOoLz,(Not) Enough,5byg90wTxATnhB6kK253DF,Fight The Fade,4n1Y8Djpo0xnuhuPWcKYbR,APOPHYSITIS,2022-07-22,262.5,spotify:track:65jOD2RMAErYoB1rGUOoLz,22,0.000249,0.451,0.92,0.00136,0.163,-4.754,0.0823,139.976,0.212
1lPdVGhYGvE9RiWQ5zB7lI,As We Live (feat. Tim Armstrong & Rhoda Dakar),"25Maank76ry2Tmbi2Ql1SF,7v3ZMFl1E6X4isdEaOSnk3,28q3NuNiFoeWa1UVdbNzOH","The Interrupters,Tim Armstrong,Rhoda Dakar",4V0dVPKKUWESWe45QHkT86,As We Live (feat. Tim Armstrong & Rhoda Dakar),2022-07-19,172.463,spotify:track:1lPdVGhYGvE9RiWQ5zB7lI,23,0.00525,0.563,0.931,0.0,0.412,-1.725,0.0513,150.015,0.878
4f9wZnCSBGGWZtu5d2ewLq,A Treatise Of Human Nature,"4K8ETf2R1Gs7fz5y21CTTN,2ncoyqmXEVSYUk7KON8ubM","Moonshade,Sandra Oliveira",1y4HmKB1cudGKzuPs7nrdi,As We Set The Skies Ablaze,2022-07-22,194.785,spotify:track:4f9wZnCSBGGWZtu5d2ewLq,24,0.000411,0.475,0.859,0.0111,0.208,-5.028,0.0378,139.993,0.307
4EQF3NftgNsIOQxtKLAmEB,Barberryans,0gZTdTYGI2ABqOENQ31u5e,Berried Alive,4pitfRktK2odzFCkRk6kkG,Barberryans,2022-07-22,243.774,spotify:track:4EQF3NftgNsIOQxtKLAmEB,25,0.0061,0.343,0.947,1.2e-05,0.0926,-4.326,0.391,134.98,0.166
5uLekx5vq0kEw9NR8k33f6,Believe,7fWgqc4HJi3pcHhK8hKg2p,Dope,0zDSGyLShEvz9xjD7OhlK9,Believe,2022-07-19,276.764,spotify:track:5uLekx5vq0kEw9NR8k33f6,26,0.000126,0.537,0.864,0.122,0.0725,-5.419,0.0471,128.015,0.123
3ZkMN5Spe0x8sfsW0AkWcv,Generational Dust,5MPWTD6J1H9XqYEOb4QkdH,John Moreland,4AJVnvWHUyqtlZc4JOEXpU,Birds in the Ceiling,2022-07-22,266.114,spotify:track:3ZkMN5Spe0x8sfsW0AkWcv,27,0.835,0.761,0.324,0.000661,0.105,-10.602,0.0301,117.02,0.238
27OiBiyR4jnErJRdErnl0G,Bitter,5aJJUTEzIbxdogCW6Qpire,Archers,0TG3HSKyIxY7fL82OFuwU1,Bitter,2022-07-20,203.5,spotify:track:27OiBiyR4jnErJRdErnl0G,28,0.0174,0.495,0.902,0.277,0.444,-5.72,0.0516,120.04,0.254
5jfMOYWlChjpJSSi1jOxJR,Keep on Burning,6niO7WSbw5n0nD58jPi2Mx,Priest,4D1hHnuL49Sx2C013W7fzW,Body Machine,2022-07-15,262.293,spotify:track:5jfMOYWlChjpJSSi1jOxJR,29,0.00816,0.634,0.825,0.00165,0.14,-7.138,0.0362,125.995,0.616
7uovzMDpYCrhVd9EtXWDHQ,Static Abyss,4JkTiXry8oQXwcOmEdqAPl,Nicolas Cage Fighter,7GzN1P1QFtMNIp3p6ZQEFe,The Bones That Grew from Pain,2022-07-22,227.731,spotify:track:7uovzMDpYCrhVd9EtXWDHQ,30,0.000226,0.47,0.989,0.0342,0.213,-5.124,0.0705,154.985,0.553
72Vm3AzrhKYJr4ZOwV2Uvh,I Don't Want to Die Tonight,0hxmHf6CqXsOLWgGXjmr7I,Anthony Green,5tJcS8lOJYMD3EOHbQfQyJ,Boom. Done.,2022-07-22,197.248,spotify:track:72Vm3AzrhKYJr4ZOwV2Uvh,31,0.0789,0.463,0.654,0.0247,0.224,-5.71,0.0312,147.007,0.175
1NgMY9Dzuqo5QtPoUwhJ8b,For Yesterday,2W6cMOo06MrrDxfYY27RxJ,Birth,6dldgfN2umthHxX4KLvjm8,Born,2022-07-15,554.026,spotify:track:1NgMY9Dzuqo5QtPoUwhJ8b,32,0.221,0.175,0.358,0.92,0.146,-14.154,0.0307,140.043,0.151
09Oovsj7La19JAHZPeDf9H,Built on Wrought,0cozVDzCEFprS9jh7WbJPJ,Innumerable Forms,5NSt4tSPEBD76W29j5Wdx4,Built on Wrought,2022-07-21,288.728,spotify:track:09Oovsj7La19JAHZPeDf9H,33,0.000588,0.136,0.987,0.927,0.226,-5.103,0.144,150.553,0.037
1GfayPeLaA9SNRp5kGG5b6,Burning Throne,3y43zXffnLmhyQD1K4QCmD,Acres,7banxw62PIcV3P4My3qr3k,Burning Throne,2022-07-21,207.496,spotify:track:1GfayPeLaA9SNRp5kGG5b6,34,0.000793,0.35,0.947,0.0,0.218,-2.216,0.0739,172.044,0.329
5THPCPokg7K1oN9VkT10nl,Call of the Witch,2yt3OhRpNY6eVWDoJUlwjS,Kissing Candice,10FJOcVWSolAkejeUxpPSA,Call of the Witch,2022-07-20,74.0,spotify:track:5THPCPokg7K1oN9VkT10nl,35,0.0342,0.395,0.688,0.256,0.165,-12.1,0.244,145.061,0.232
2r3lXRPXYJFSDFsNDTWdFb,Cemetery Guards,57VMRkaZ6YZhJmO0ZOL3iv,Ritual Howls,5Q2VrsvRkJdEfmVf0rFd9k,Cemetery Guards (10 Year Deluxe Edition),2022-07-13,287.72,spotify:track:2r3lXRPXYJFSDFsNDTWdFb,36,5.28e-06,0.494,0.859,0.783,0.109,-5.446,0.0391,129.966,0.209
0DKPCbGwDuO5O82Yd6suva,Chosen,7qPwf9IAlHUmyiQ3DnASj3,Nunu,4HEpjK7X8ns8gBoKlkjDB7,Chosen,2022-07-22,127.399,spotify:track:0DKPCbGwDuO5O82Yd6suva,37,0.285,0.763,0.46,0.0,0.301,-12.179,0.24,119.982,0.382
6x7Dpmy13LxD0scMJlo7y0,Clavicle,4nhvb6x9ZhPiYCzrHDNia9,Daphni,72ORLqTAUwh9s0VofE4WCb,Clavicle,2022-07-19,213.441,spotify:track:6x7Dpmy13LxD0scMJlo7y0,38,0.248,0.757,0.644,0.875,0.0799,-9.183,0.0518,125.998,0.216
79hO7KeGaMDQnY8Sjy9WEW,So Far for So Few,3x0LgZSPgNh91O6NBMtqTs,The Sadies,7xrEwxtqAtEv76y5Xj4frt,Colder Streams,2022-07-22,211.013,spotify:track:79hO7KeGaMDQnY8Sjy9WEW,39,0.0367,0.408,0.852,0.0153,0.0967,-5.473,0.035,134.885,0.559
1YlGZLo4J0URBx31Qvd5zg,Coochie (a bedtime story),3M3wTTCDwicRubwMyHyEDy,Shygirl,2cQKZRfGU3kSnxyNCHZuiZ,Coochie (a bedtime story),2022-07-20,182.25,spotify:track:1YlGZLo4J0URBx31Qvd5zg,40,0.383,0.744,0.548,0.00243,0.105,-7.986,0.0388,146.065,0.507
4pRuTo2NDiLE8HTPv9VpNE,Cujo Kiddies,5EmT8U3SucK9KYXbVEdu5K,Disq,1SsCmcRJYISjfb58eK6nEE,Cujo Kiddies,2022-07-20,231.12,spotify:track:4pRuTo2NDiLE8HTPv9VpNE,41,0.0172,0.817,0.693,0.648,0.18,-8.712,0.0287,111.997,0.535
0hG8zv8V3CAIx8Hud0c46z,Day One,1lhzMZn54qAGcj8hdoMCCb,Avalanche Effect,0R0odwfRh10a2dWPwVGUHI,Day One,2022-07-22,272.931,spotify:track:0hG8zv8V3CAIx8Hud0c46z,42,0.00011,0.501,0.971,1.31e-06,0.651,-4.346,0.0982,133.104,0.23
2YM6GeH2YP9AGuYAjjqbMs,Seven Years,7CFS5X96xBaJft4QdzTTC1,SeeYouSpaceCowboy...,7uJKmthjouyZJO15V2RSon,"Dead Formats, Vol. 1",2022-07-19,213.375,spotify:track:2YM6GeH2YP9AGuYAjjqbMs,43,3.12e-06,0.348,0.941,1.73e-06,0.21,-4.228,0.0976,75.806,0.343
6EzwqSbVFo4lC5yF0P4FXs,Dedication To Flesh,2DynE7m1BMVl4hQMvCXXq0,Spite,5mmoO045HsspNjifkhNmmZ,Dedication To Flesh,2022-07-19,206.346,spotify:track:6EzwqSbVFo4lC5yF0P4FXs,44,7.77e-06,0.356,0.99,0.767,0.14,-5.259,0.081,169.739,0.435
0f8Pt4d2M5MVdrg5PWRAQW,Degradation Rules (feat. Tony Iommi),"6ZLTlhejhndI4Rh53vYhrY,7iA7uWUkWLpapsaaqmzRQV","Ozzy Osbourne,Tony Iommi",7KlSuUcCKAJlrzWESm9jjq,Degradation Rules (feat. Tony Iommi),2022-07-22,250.274,spotify:track:0f8Pt4d2M5MVdrg5PWRAQW,45,0.000695,0.312,0.904,0.000501,0.149,-3.327,0.0593,161.773,0.396
4n0CccnxEaIa4sGRB5TlIW,Demolition,37jDGGhU8pF8nOMBhodmxW,Split System,3IYt6xlK4yTW4YickdsuTV,Demolition,2022-07-11,221.88,spotify:track:4n0CccnxEaIa4sGRB5TlIW,46,0.000251,0.247,0.971,0.315,0.366,-4.227,0.0556,175.066,0.701
1trTYFVcCIy1jrVISOEKrp,Destroy Us All,4j7vAPWYV5yRdX8CnSq0Jc,October Ends,6IfPAtBr7R4RG5ZduMMImC,Destroy Us All,2022-07-20,266.32,spotify:track:1trTYFVcCIy1jrVISOEKrp,47,0.00228,0.587,0.925,0.000414,0.238,-4.512,0.0652,106.014,0.35
4X5wQ6IHdm37cOR7ZBBozz,Divided,"28XopU8Uw6D6Wl7rIgCVNE,1MP7xlABJ13LtmHfG77SCJ","Villain of the Story,Loveless",1BTfhcdGakBLSOOHejwqnT,Divided,2022-07-22,252.89,spotify:track:4X5wQ6IHdm37cOR7ZBBozz,48,0.000104,0.353,0.931,0.0,0.336,-4.414,0.0587,160.011,0.377
2kEKjxl83Qq0kLFp2szfyX,I Miss You So Much,"4Td98UbNadNYhS8LnMsgBQ,2cLZ1HYXRlqCv2jbwhR386","Thor Harris,Adam Harding",5OOnJQcqicpDSgJpijNeZH,Doom Dub II,2022-07-22,166.912,spotify:track:2kEKjxl83Qq0kLFp2szfyX,49,0.831,0.379,0.278,0.946,0.115,-16.417,0.032,119.99,0.129
4B6ttDdrG5vwDQijfyHbhY,DRAIN,"1E7ix1oyCsdQgMw6Q3w7xT,69W522rYLzVgNClxqPMqer","Falconshield,AntiRivet",2OVGHmuZxuLwN9s8hpVDjk,DRAIN,2022-07-22,217.326,spotify:track:4B6ttDdrG5vwDQijfyHbhY,50,2.97e-05,0.45,0.926,0.246,0.178,-8.442,0.0444,95.02,0.379
2U7Um3oyfmEDrYr4M54bCg,What Would You Do If I Told You This Is A Dream,0qnD30FBRPes7ZFDvsEBAv,Omri Smadar,2xLrtgsjfxviue3ghXOWg5,The Dream,2022-07-22,417.295,spotify:track:2U7Um3oyfmEDrYr4M54bCg,51,0.0622,0.744,0.878,0.683,0.0777,-7.793,0.0444,121.996,0.417
6O5WxhFGEdNVRJw7vnwhiy,Dream Another,5FnpXrrMdJVZCK54oHWqUa,Makaya McCraven,6QXvKWIg9KSRqLjm7yqqUE,Dream Another,2022-07-19,192.937,spotify:track:6O5WxhFGEdNVRJw7vnwhiy,52,0.15,0.534,0.552,0.923,0.0842,-10.467,0.0333,150.711,0.966
5z0Y6jwTDwH6YbhH0DLWRR,Dreamkiller,5rASExwQQilVMuKmaOV2eW,Sumerlands,7p3f8b0cCBnrHmP7VpGZgw,Dreamkiller,2022-07-19,311.07,spotify:track:5z0Y6jwTDwH6YbhH0DLWRR,53,1.41e-05,0.536,0.984,0.207,0.0941,-3.96,0.112,136.995,0.432
5Lqk8Z6MnfIyeTchmMaPEG,The Dying Song (Time To Sing),05fG473iIaoy82BF1aGhL8,Slipknot,1orsA4z63mo1Rp1WUxNRj8,The Dying Song (Time To Sing),2022-07-19,203.586,spotify:track:5Lqk8Z6MnfIyeTchmMaPEG,54,0.000467,0.516,0.991,4.66e-05,0.327,-2.587,0.126,95.017,0.402
6hba7MjhZ92bbxv1heDk5H,Dystopia,0J9eNWKbu2RTQ5bcQ0eJS6,Teethgrinder,3DUKY2j6ymhvYwjqnYRwu5,Dystopia,2022-07-22,496.653,spotify:track:6hba7MjhZ92bbxv1heDk5H,55,5.29e-05,0.114,0.985,0.895,0.356,-4.878,0.184,94.125,0.0378
6wWfHaKZCc1cTHtj7JW0HP,Effort,79z2QxbhjUYyMqCOfvta7P,Pearla,0DbxuscEnM1XL3yGiKOd9w,Effort,2022-07-18,301.855,spotify:track:6wWfHaKZCc1cTHtj7JW0HP,56,0.481,0.365,0.449,0.0966,0.0761,-7.568,0.0306,139.95,0.115
4AlvWaY6lhmmQE1dnaSHHt,Russian Lullaby - Live,5V0MlUE1Bft0mbLlND7FJz,Ella Fitzgerald,7aebz42KPbU8Otic1ze11x,Ella At The Hollywood Bowl: The Irving Berlin Songbook (Live),2022-06-24,111.624,spotify:track:4AlvWaY6lhmmQE1dnaSHHt,57,0.974,0.272,0.28,0.0826,0.588,-20.499,0.0761,85.646,0.24
5InOSItsuO2kwspRTvuQOE,Eternity,0ttvGAnfEC6KZLrljUdIyX,White Hills,3e8nI8wAeOVfH0cVYbgwdy,Eternity,2022-07-19,267.048,spotify:track:5InOSItsuO2kwspRTvuQOE,58,1.17e-05,0.31,0.781,0.958,0.212,-6.915,0.0364,78.613,0.119
0OYYT1UgazDjMgD4vQgbS4,Everything is Beautiful but Us,6WEyPcf9ezhNLm1xOBjbwH,Crippled Black Phoenix,0BrZiXZ0qxKpetUVibC6EF,Everything is Beautiful but Us,2022-07-22,275.0,spotify:track:0OYYT1UgazDjMgD4vQgbS4,59,0.00105,0.447,0.669,0.847,0.317,-8.346,0.036,100.011,0.183
3ik49lafnun1Myr6iYtHhy,"Everywhere, Everything",6eby39yemH7FjGVwJID1Tw,Polar,63J3uY93GY219snZZcHu11,"Everywhere, Everything",2022-07-22,264.747,spotify:track:3ik49lafnun1Myr6iYtHhy,60,0.000489,0.459,0.756,0.001,0.177,-7.516,0.0407,104.954,0.0699
1v7DsRzzUa0gUWq8dX4TdI,Rura Penthe,3rHTxH2it9i3O73UQbnMvM,Traitor,0tkgyipQ3jjwI2UVGVDDuT,Exiled To The Surface,2022-07-08,55.786,spotify:track:1v7DsRzzUa0gUWq8dX4TdI,61,0.754,0.205,0.367,0.905,0.104,-27.842,0.081,79.978,0.0904
5DpmC9LG2152tAodIgFFRK,Extending Obscurity,1KLoISkEyIEt9Q6xMB83Ah,The Spirit,2fbegWCx4Evi0U8OWLDkb0,Extending Obscurity,2022-07-22,234.165,spotify:track:5DpmC9LG2152tAodIgFFRK,62,5.9e-05,0.157,0.873,0.772,0.0907,-7.786,0.0763,90.041,0.533
1dtzTEzZFYilvvriv0T7CI,The Extra Sees the Film,4CMdLKWNEoNSLpaJ6QMWYy,Kiwi jr.,6fxUNarVTuQmvyD1wJ9ESK,The Extra Sees the Film,2022-07-19,277.466,spotify:track:1dtzTEzZFYilvvriv0T7CI,63,0.0214,0.521,0.702,0.366,0.266,-7.239,0.0271,106.051,0.459
4TNX2Pz40n1x8RwG7SQSDl,Flyers,"5B1Qp4Yh7JRg7EdYhE5VZC,3CXPg5iixXzuMX1RUhd7Ni","Everfrost,Rob Lundgren",4YlLbxpvUoKlF9mYSTpoEN,Flyers,2022-07-22,211.038,spotify:track:4TNX2Pz40n1x8RwG7SQSDl,64,1.28e-05,0.427,0.898,5.54e-05,0.171,-5.796,0.0576,138.937,0.435
45kKa2PfTXSBMa26k96fdn,Forest,2OgUPVlWYgGBGMefZgGvCO,Queensrÿche,3K6d4oxrjKbwh1Xasm02YE,Forest,2022-07-22,286.533,spotify:track:45kKa2PfTXSBMa26k96fdn,65,0.000897,0.521,0.493,2.02e-06,0.118,-7.771,0.0274,130.031,0.373
3mqbZ3FtWAJAuCT9ZCVmp4,A Foul Form,"3qYfqdVwX0fil71onLpLkh,0Ynh5WKqwbdYqJUpVpfEGS","Thee Oh Sees,Osees",3kJsULhr8SkmKRp0CB8TPb,A Foul Form,2022-07-20,111.88,spotify:track:3mqbZ3FtWAJAuCT9ZCVmp4,66,0.00208,0.386,0.966,0.789,0.36,-7.006,0.0578,151.256,0.265
1BXAyGazbybUVNQ0VmGsdl,Free Yourself,5Mq7iqCWBzofK39FBqblNc,Jessie Ware,4uslfFMaS0bfVnuM7MuQ7K,Free Yourself,2022-07-19,234.493,spotify:track:1BXAyGazbybUVNQ0VmGsdl,67,0.00286,0.688,0.91,1.07e-05,0.129,-4.496,0.0456,119.024,0.77
3J8MRSDB7D7XSBAdpEP5Lx,The Future Says Thank You,7HIvrtPrTTxXrBeJkiRj8x,Ithaca,6YlTLvkZDgjiB9VUmXTjzg,The Future Says Thank You,2022-07-21,218.503,spotify:track:3J8MRSDB7D7XSBAdpEP5Lx,68,1.66e-05,0.449,0.951,0.00587,0.441,-3.204,0.131,160.042,0.433
3f4yp4DitEYXVsB8e0Fvfb,The Future Says Thank You,7HIvrtPrTTxXrBeJkiRj8x,Ithaca,1cp5LGXmohuveD6yAsyP54,The Future Says Thank You,2022-07-21,218.503,spotify:track:3f4yp4DitEYXVsB8e0Fvfb,69,1.66e-05,0.449,0.951,0.00587,0.441,-3.204,0.131,160.042,0.433
2g1vbt9iLZyaj8LKUSeOUk,Game recognize Game,"5yDZHR31Sjmkr5H2lFYk9H,59vyTTcwSBaUHGBsG3vjsF","Tysnookz,Sparks",41wUVhUE5ohjhgLRl8hDj9,Game recognize Game,2022-07-18,223.477,spotify:track:2g1vbt9iLZyaj8LKUSeOUk,70,0.231,0.734,0.668,0.0,0.115,-10.169,0.414,89.952,0.657
3GYlZ7tbxLOxe6ewMNVTkw,TV,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,1YPWxMpQEC8kcOuefgXbhj,Guitar Songs,2022-07-21,281.38,spotify:track:3GYlZ7tbxLOxe6ewMNVTkw,71,0.83,0.412,0.236,0.00653,0.147,-15.159,0.0379,140.214,0.119
6UQAuCPxNBIbVcKG2cgAsX,Have You Felt Lately?,6P86FLVAK4sxu8OhyQJBvH,Kaitlyn Aurelia Smith,2xJpkYv3kleK0HDFznrpn9,Have You Felt Lately?,2022-07-20,234.16,spotify:track:6UQAuCPxNBIbVcKG2cgAsX,72,0.566,0.478,0.531,0.0221,0.348,-11.022,0.0766,119.8,0.106
1eBYArl3XK56nWoARa5KYy,Heads Off,5556RAgwP70PnXbaUTGNbR,Combichrist,3okB1Cp9n0bKsUcjXWu3gu,Heads Off,2022-07-21,271.943,spotify:track:1eBYArl3XK56nWoARa5KYy,73,0.00016,0.534,0.91,0.00148,0.176,-3.003,0.0516,130.013,0.409
7eRNT48fKCtZkq8ASyJGVS,Distraction,58XGUNsRNu3cVOIOYk5chx,Ty Segall,6GQh3hPNHA7ZOixEdKQKD9,"""Hello, Hi""",2022-07-22,310.32,spotify:track:7eRNT48fKCtZkq8ASyJGVS,74,0.111,0.582,0.471,0.00113,0.105,-9.657,0.0444,131.57,0.208
2cQWmhOL7nVJrfaEb1rtUh,Hollow,6BUcX21YlCyGOUKXrNutei,Strigoi,4KwOZVCK1Kjb4oPR8fLB6E,Hollow,2022-07-21,380.541,spotify:track:2cQWmhOL7nVJrfaEb1rtUh,75,0.00125,0.241,0.722,0.581,0.149,-9.816,0.0556,143.975,0.135
1ORoLU3siVeuLQSCzhF3cx,Béton Brut,3o4fUiasOIIsbjY8urlqX9,Ashenspire,2yFxLI1tMhzY04Oz67WoPr,Hostile Architecture,2022-07-15,318.382,spotify:track:1ORoLU3siVeuLQSCzhF3cx,76,0.00228,0.133,0.965,0.0334,0.162,-6.018,0.112,93.521,0.179
6GKOJG6tqc6wg5tp0rfDJj,I'd Be Orange,2K5c4N7j15hUwrvv0ejlvV,Johanna Warren,5lJTqWtTh1G4EvFnCx8yU6,I'd Be Orange,2022-07-19,195.83,spotify:track:6GKOJG6tqc6wg5tp0rfDJj,77,0.103,0.563,0.684,0.0695,0.0943,-6.789,0.0317,128.33,0.753
