id,track_name,artist_ids,artist_names,album_id,album_name,release_date,duration,uri,playlist_offset,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
1Ozln5t1NE2LxfhdXqHcBm,Dress for Sick Sesh,7pX2wNFpBvwP9T0wkhAxJD,Beach Rats,7kHSFHYGdE5cG7udR5G2YS,Rat Beat,2022-07-29,99.678,spotify:track:1Ozln5t1NE2LxfhdXqHcBm,4515,2.12e-05,0.312,0.995,0.00014,0.132,-3.343,0.0992,106.812,0.136
6XZrqSsle08nEzlMBX2dnq,In Front of Others,2ovENhrDU5FYOIYUnOJy4q,Dune Messiah,5PgQPHLNH1fSYggl4wxn0A,In Front of Others,2022-08-19,245.844,spotify:track:6XZrqSsle08nEzlMBX2dnq,4516,0.0117,0.523,0.885,0.644,0.342,-5.532,0.0365,132.823,0.769
2yqgGe6ndouDRYaD7PADI6,Come Around,6FVxEgfQsGrJ0BogIOYCd6,Carla dal Forno,190zIqHAPw3JRhxS2I0Ipw,Come Around,2022-08-17,182.0,spotify:track:2yqgGe6ndouDRYaD7PADI6,4517,0.0484,0.82,0.378,3.95e-05,0.317,-10.682,0.0345,90.004,0.595
5DHG3Qd9EmDdaz3HXleg25,Messages,09zYe9A0ZtUI8bIydZa89F,Ohad Fishof,0Y6lzfzwSulGaQuxoM0ww2,Messages,2022-08-18,389.64,spotify:track:5DHG3Qd9EmDdaz3HXleg25,4518,0.975,0.492,0.287,0.487,0.129,-10.289,0.0302,112.862,0.0364
6S6KWV6SltScbAcOJU1arC,I Saw You Dancing,1Zdd7fqk5jtuMUwE7agpS1,Witch Fever,0PvgVoh30xJa3yicoZcwxx,I Saw You Dancing,2022-08-16,231.237,spotify:track:6S6KWV6SltScbAcOJU1arC,4519,0.0014,0.333,0.729,0.00032,0.116,-5.229,0.0322,73.617,0.552
11gI8JDWwf1xTDWB6DsNpC,I Need Nothing / Not Shit 4 U,65W15ubMbKTu32Y1sV1hnK,Buzzov•en,3JExzxAD7blP9nSkGw6wXj,prophetic ramblings,2022-08-14,590.808,spotify:track:11gI8JDWwf1xTDWB6DsNpC,4520,1.52e-05,0.21,0.522,0.0125,0.107,-12.082,0.0381,102.726,0.11
37chZ8BVdQCywpjE3Zu3R9,Anti-Tank Dogs,0ixn2a4hS73Linz5TQGxVx,Wolfbrigade,4APnzGudtCKRP7KAy0wuGO,Anti-Tank Dogs,2022-08-12,180.6,spotify:track:37chZ8BVdQCywpjE3Zu3R9,4521,1.56e-05,0.275,0.998,0.000111,0.679,-3.992,0.105,134.934,0.0344
0mA76jsFeJDuHsBIfTNk6E,Viper,6jbEE0OHF0yNkFshdjfeOV,Pyrex,03fB6T7J01QOvWFlRS4cEE,Viper,2022-08-19,126.648,spotify:track:0mA76jsFeJDuHsBIfTNk6E,4522,2.17e-05,0.322,0.73,0.928,0.294,-8.464,0.0428,133.277,0.0387
6HA4VUgNChvIyP8G5Mjt6b,The Kuleshov Effect,6KazgLPtdrHEYaV8Das5vk,Mammoth Volume,5FsJMvFOscMtrFcX7XgeBe,The Cursed Who Perform The Larvagod Rites,2022-08-19,247.965,spotify:track:6HA4VUgNChvIyP8G5Mjt6b,4523,0.153,0.456,0.694,0.834,0.158,-10.616,0.0429,150.006,0.483
1gjuzva1eaMj9nS8mldgmz,Colour Film,4mECc7MwRyuIDdZdXRi5SB,Joyeria,4GjmRobInDP4UY65ZOZHI8,Colour Film,2022-08-01,209.37,spotify:track:1gjuzva1eaMj9nS8mldgmz,4524,0.0352,0.321,0.891,0.00385,0.325,-4.113,0.0654,114.215,0.57
71w8YNt4DHcKZoF0yznvxK,חופשיה,"1wak0ZG1LUrZPYx8RDTQoD,7hzAtM9sug5TCxGUIR7by3","Noa Kirel,Doli & Penn",46LzRokvIMQVU66gdmGFIl,אוהב אותך צ'ארלי - פסקול הסרט,2022-08-01,192.76,spotify:track:71w8YNt4DHcKZoF0yznvxK,4525,0.215,0.586,0.446,0.0,0.0862,-5.735,0.0325,147.734,0.391
5tPJshNuM5N7Pb9tDDg7H1,Barz Simpson (feat. MF DOOM & Jay Electronica),"7yjhuWL2bXEWGI0IplF6i4,00cTKZh4nRgtQ7TmWEmDD5","Sonnyjim,The Purist",7ktNqKZ0BJUWtz7824OEM4,Barz Simpson (feat. MF DOOM & Jay Electronica),2022-08-15,214.946,spotify:track:5tPJshNuM5N7Pb9tDDg7H1,4526,0.49,0.497,0.62,0.0,0.387,-7.8,0.155,89.646,0.853
4I2v5ENMvhNL51rmFx4t6o,I'm Pressed,1O9iHQjrVuiAYOJFCBeFSl,serpentwithfeet,6YrhUIZvO1zL3MN7d2tFZl,I'm Pressed,2022-08-16,181.009,spotify:track:4I2v5ENMvhNL51rmFx4t6o,4527,0.274,0.728,0.62,0.00384,0.106,-8.332,0.039,120.006,0.467
4lywUGSuLEdrt4GKoUXpmR,Entr'acte,4DVftI8JqhOqTb7DOMsPNa,Malsten,5mzv4tJYsOB9ZXoEtlGZcL,Entr'acte,2022-08-19,831.0,spotify:track:4lywUGSuLEdrt4GKoUXpmR,4528,0.0146,0.292,0.362,0.659,0.371,-11.777,0.0386,114.749,0.0882
1IaOJRosL8c9Cttvj7Taqz,Watch With Mother,1JDshBvdtYOv3h1Th6xYQV,Girls In Synthesis,4RX84PR0inUu2b7dnOI4cF,Watch With Mother,2022-08-15,223.0,spotify:track:1IaOJRosL8c9Cttvj7Taqz,4529,1.8e-06,0.331,0.954,0.409,0.279,-7.43,0.0536,155.026,0.255
5hEPmm2FmNSHeQu0I43ofj,Scratch the Surface,1ahN3WDDULKaAQs7ZUrGNP,Sloan,0XFjBbuXJKyoSL7agbZM6l,Scratch the Surface,2022-08-17,176.483,spotify:track:5hEPmm2FmNSHeQu0I43ofj,4530,0.00212,0.577,0.674,0.0,0.162,-4.609,0.0313,124.987,0.775
4BIDjyopjsXhV8aRXs5l2q,Hospice - Justin Broadrick Remix,"1l8y9qzC9AzEtGRSxlKN9O,0JP4tVwUQtzOtmtn4ktQB3","Throat,JK Flesh",5jQosH3KOrJABExiJyo0DX,The Hospice Remixes,2022-08-19,383.088,spotify:track:4BIDjyopjsXhV8aRXs5l2q,4531,3.06e-05,0.0633,0.775,0.844,0.538,-6.409,0.0767,71.518,0.058
5YY9JzSME19HXjRs1Mg6ki,Bleed for Me - Live,30U8fYtiNpeA5KH6H87QUV,Dead Kennedys,4H098Cpdij5wat9utEphr0,In The Name Of World Peace (Live San Francisco '80),2022-07-21,204.566,spotify:track:5YY9JzSME19HXjRs1Mg6ki,4532,0.00287,0.221,0.625,6.35e-05,0.303,-16.292,0.141,165.566,0.442
6sOfPkNLAMNmv7uRx6t7VR,RSST BLL,3l0RMO6Da3LoM0ztROhxEo,RSS B0YS,0MWkeQMldLqwesx7Rvjdqu,RSST BLL,2022-08-18,315.6,spotify:track:6sOfPkNLAMNmv7uRx6t7VR,4533,4.04e-05,0.754,0.451,0.897,0.105,-14.857,0.0415,100.01,0.465
1Z3EB8629NewA3eQ1OvWSr,Golden,1D0MStnRzJeelcnDjeBo8O,A.A. Williams,03BYmsuoTmizJXlaPBlqd3,Golden,2022-08-16,272.813,spotify:track:1Z3EB8629NewA3eQ1OvWSr,4534,0.0198,0.508,0.437,0.531,0.108,-9.464,0.0313,117.034,0.0877
27PWfmplymTZ5jEQdkhKYf,High School Gym,2GubanPI94YiSAy9uVC51y,Dougie Poole,7eOiQEZJn0rl9DzcK7kATJ,High School Gym,2022-08-18,250.253,spotify:track:27PWfmplymTZ5jEQdkhKYf,4535,0.499,0.842,0.622,0.486,0.133,-8.338,0.0267,106.017,0.833
1eAMXmhRjtmbSjHUwVHTbC,Sacrifice,"3qYfqdVwX0fil71onLpLkh,0Ynh5WKqwbdYqJUpVpfEGS","Thee Oh Sees,Osees",6KbOhrDyyCuTtqsknmyX4w,A Foul Form,2022-08-12,62.12,spotify:track:1eAMXmhRjtmbSjHUwVHTbC,4536,0.0169,0.469,0.92,0.785,0.549,-7.954,0.0396,100.021,0.859
02qilgyBucmlAzkUYTDkDS,Predominant Mask,1fRv9jiRIN7zAOSpOfRP73,GEL,6Ju7Ef2xrpkAq9Rqhpf2xV,Shock Therapy,2022-08-12,118.945,spotify:track:02qilgyBucmlAzkUYTDkDS,4537,2.85e-05,0.218,0.981,0.547,0.0956,-1.373,0.0798,155.066,0.117
6AK6wQx2ygW70pcoN8fK95,Close 2 Protect,65stAzefvkwLeulY8215Zo,Holly,1PzgTJJWr8b5elv7wFZ9GJ,Close 2 Protect,2022-08-19,182.308,spotify:track:6AK6wQx2ygW70pcoN8fK95,4538,0.131,0.447,0.635,0.411,0.12,-6.563,0.123,168.105,0.333
38ovNVz6klA9BFKZ0FJvmy,Summer,2LlIidWGAe72FDVIOHIWzR,Phantasia,55GGEboobn3fCBHa7BcLLl,Ghost Stories,2022-07-22,163.199,spotify:track:38ovNVz6klA9BFKZ0FJvmy,4539,9.12e-06,0.141,0.817,0.127,0.149,-7.402,0.0609,168.326,0.491
4B10omRZYhFpX5c4C0rhQG,I Couldn't Wait Out Through The Night,"1cs4Vvpb4llzR42JBjNXDj,0KjeQOhXv2QIhkXEEL8AuV","Mike Park,Karina Denike",4JUQylsHsIi2wrshfPHm9e,I Couldn't Wait Out Through The Night,2022-08-19,206.062,spotify:track:4B10omRZYhFpX5c4C0rhQG,4540,0.024,0.581,0.793,2.57e-06,0.075,-4.682,0.0282,130.175,0.335
2MdWxnu44PKtOvUUbUDeTE,Quiet the Room,1GUaQ6GpaxFPKZ0SCSsnwD,Skullcrusher,1RHP4sr5TNlry2dIsTlM2d,They Quiet the Room b/w Quiet the Room,2022-08-17,204.056,spotify:track:2MdWxnu44PKtOvUUbUDeTE,4541,0.954,0.252,0.186,0.0969,0.125,-16.343,0.0389,118.224,0.0577
0gr6CoiZokZksE1GsVUBWJ,Slave to the phone,"0QadvhbAld0b6jk5ei3b5S,3C2cphXuXlrF0T3iiZFIWr","Reverend Beat-Man,The Underground",3ju8zH5Lwa5hWYHkmDE4B1,"it's a matter of time, the complete PALP Session",2022-08-05,155.178,spotify:track:0gr6CoiZokZksE1GsVUBWJ,4542,0.0285,0.611,0.846,0.12,0.112,-8.115,0.0307,128.627,0.873
4LQxOqgX8ArUWSMtM8vS6k,Fast Asleep,0DkKBTgWxBnvYsOXDaoTVP,Orthodox,6fvt916VE3qmh2NPCyfOfl,Learning To Dissolve,2022-08-19,277.537,spotify:track:4LQxOqgX8ArUWSMtM8vS6k,4543,7.11e-05,0.52,0.957,0.409,0.637,-5.531,0.092,102.502,0.116
3CoUEAkDpr0QaEqy64pjvH,Supernatural,1NsvfeRzexfHjhUGqWrULl,Deap Vally,3SLTl6hkGnFuQs9jbJXmRa,Supernatural,2022-08-15,92.8,spotify:track:3CoUEAkDpr0QaEqy64pjvH,4544,0.0535,0.703,0.76,0.00561,0.496,-6.971,0.0496,149.938,0.969
1adiszBShFTjqiFfdy1ZRw,Capi,"13FybXQnez20BO9OG72rgh,1ezmKZjWaJ4D8neFCHgmmj,0MM6AzbjjMdily7XWIfzHN","Doza the Drum Dealer,D. Goynz,Aïda",6u75GsZMnl24t0zASr0Iw5,Ni**arican,2022-08-08,219.807,spotify:track:1adiszBShFTjqiFfdy1ZRw,4545,0.0135,0.472,0.682,0.0,0.398,-7.16,0.402,156.424,0.685
1crQpioWNDj4jwpNt4PG3v,Low Tide,6If4kQp0rhfVgAZDNudjjS,Oneida,7JcQCV6iiiyypodG58KoMQ,Success,2022-08-19,524.05,spotify:track:1crQpioWNDj4jwpNt4PG3v,4546,1.7e-05,0.273,0.845,0.74,0.406,-7.7,0.0423,98.257,0.143
5b10YgbraRyefVi5DcvacM,The Price Of Smokes,1aQ7P3HtKOQFW16ebjiks1,The Chats,2TgXc0KeZDRjb9AsnSED7M,Get Fucked,2022-08-19,222.36,spotify:track:5b10YgbraRyefVi5DcvacM,4547,0.00156,0.316,0.948,0.00223,0.103,-5.254,0.164,198.117,0.517
3RpHDL6xnQeE3JuLMAdNSs,Knees Deep,7DjwIxbe8kpw4pqnzAMoin,The Beths,39ud6uwbvvFe1NUaTaU6ck,Knees Deep,2022-08-16,219.133,spotify:track:3RpHDL6xnQeE3JuLMAdNSs,4548,0.0104,0.549,0.721,3.9e-06,0.128,-9.228,0.0382,155.973,0.783
51aikGFXvCqO6WkGOkAPqF,Debt Pool,0iGHo9o0cCImrhjkhi9GZY,Antigama,2hAdnsVgEIXMtI8OBbWfau,Whiteout,2022-07-15,145.746,spotify:track:51aikGFXvCqO6WkGOkAPqF,4549,2.89e-06,0.298,0.99,0.639,0.262,-5.691,0.188,127.804,0.229
3JeuytsdmjUjl8098j4vQ6,Terence’s --- Love,3PRli833wyTmzJrKQGNOKj,Terence Etc.,00JVF47NIaGZEyxwJAv7jd,V O R T E X,2022-08-19,178.454,spotify:track:3JeuytsdmjUjl8098j4vQ6,4550,0.354,0.428,0.656,4.8e-05,0.161,-9.973,0.0577,150.032,0.277
34EWJPDy2w5mX6HHMe0uTe,Krakatau,2iUVQjheBnvOt8vaBrxXJz,Cass McCombs,2HutgntzLdadMPeSLrwmT1,Heartmind,2022-08-19,298.04,spotify:track:34EWJPDy2w5mX6HHMe0uTe,4551,0.557,0.675,0.72,0.884,0.152,-8.858,0.0307,91.983,0.9
0f32jV2WemJHuLTpqXFeGU,Not Gonna Take It,47oP5alMot58ggzcFwldky,Pink Turns Blue,3OGX9ydcawaYjJPT3uNjAa,Not Gonna Take It,2022-08-12,214.25,spotify:track:0f32jV2WemJHuLTpqXFeGU,4552,0.000992,0.494,0.632,0.544,0.289,-11.382,0.0456,163.1,0.093
0MZINIyBtZ1z3nxZUXHJh4,Repeaters,4nyfrMLBht2ELwY68gaLhZ,No Devotion,45GRQn0OrL5OfT385qSIg0,Repeaters,2022-08-16,299.522,spotify:track:0MZINIyBtZ1z3nxZUXHJh4,4553,0.000253,0.405,0.573,0.468,0.0774,-8.256,0.0345,124.038,0.0768
134KycrzyUcdOC8y1GanLW,Live At the Party,"4OtnhzAbibMXoeUYs5kDTV,44E0JWHttieVoD6vUHWoa2","Priest Da Nomad,Dj Spinna",6qJU9xICSJ8MO2Q6AQY1rh,Live At the Party,2022-08-08,230.803,spotify:track:134KycrzyUcdOC8y1GanLW,4554,0.191,0.734,0.914,1e-06,0.115,-3.816,0.358,92.978,0.331
4ofZpP3iFaQ1GRtxOPbySO,Live Forever,"5W5bDNCqJ1jbCgTxDD0Cb3,60ht0hWRy1yjUDfNsLuHuP","Willie Nelson,Lucinda Williams",61IyMbppx5SvsZO0i3FJnf,Live Forever,2022-08-16,180.135,spotify:track:4ofZpP3iFaQ1GRtxOPbySO,4555,0.322,0.529,0.562,0.000806,0.0863,-9.344,0.0301,105.257,0.488
53GFkoVUGrJrg8euPaMxHY,HERBERT,44GbwEtjdUMxpvcBoPEOgH,Andrew Broder,2h74RgWazzfO9U9nZbATBD,Herbert,2022-08-17,269.998,spotify:track:53GFkoVUGrJrg8euPaMxHY,4556,0.0206,0.739,0.839,0.715,0.0849,-7.89,0.0595,127.998,0.442
1phpRa6e8DyPaaLk7vFtRf,Danger,"1R84VlXnFFULOsWWV8IrCQ,4lBmxg4Z1e9NTDD05a2mhI","Panda Bear,Sonic Boom",20NAtKWWeyYn9QIzOejT0Y,Reset,2022-08-12,338.173,spotify:track:1phpRa6e8DyPaaLk7vFtRf,4557,0.127,0.572,0.55,0.000351,0.34,-6.738,0.0355,113.863,0.488
1Ge5vbuSOruShCbqQcTj98,Sink,61SAO7vBYIjApKdECAwhDo,Sophie Jamieson,19vUF4paDrHBLuVJo2bIyB,Sink,2022-08-15,165.726,spotify:track:1Ge5vbuSOruShCbqQcTj98,4558,0.704,0.365,0.305,0.000542,0.353,-12.625,0.0349,55.298,0.28
3SGz6QAWQaLRaRCJMUjrui,To Unleash Thy Heinous Fate,5yNrY5dv4fWYOTgvIt7Mxn,Catalyst,62ObwK1a5s37NK7V62lzX0,To Unleash Thy Heinous Fate,2022-08-16,329.146,spotify:track:3SGz6QAWQaLRaRCJMUjrui,4559,3.15e-06,0.238,0.947,0.538,0.815,-4.224,0.0837,124.94,0.128
1gnIgUHSJEfjTPzUBwTmuy,Pain is the Cleanser,43ALFTXWGyFiFjzDRMv82a,Colossloth,3EtLNKKeXlINSYkCF1o6OC,Promethean Meat,2022-08-19,170.604,spotify:track:1gnIgUHSJEfjTPzUBwTmuy,4560,0.000121,0.139,0.0918,0.166,0.132,-7.777,0.0522,80.113,0.424
0gD7HpfoK2QUYlVxPEUPKL,XP44,0NwRAG9DawUqqgur9925fA,Slikback,21CpvJJzRnHrtwcDfUNkta,TYPE_,2022-08-13,171.841,spotify:track:0gD7HpfoK2QUYlVxPEUPKL,4561,1.82e-05,0.395,0.899,0.87,0.74,-7.812,0.0922,125.053,0.189
2wnH9N8b5D2E1l0oGQl8BL,לעת ערב - לייב אקוסטי,"2wp6i8BxLF3UrF1J3LY4WC,3AoetF4LFZLRJjfuy071mz","Berry Sakharof,Dudu Tassa",64F5EnmUWz2opLxjqOSYMj,הכי קרוב שיש (לייב אקוסטי),2022-07-25,234.68,spotify:track:2wnH9N8b5D2E1l0oGQl8BL,4562,0.932,0.332,0.37,9.02e-06,0.0969,-9.651,0.0445,175.295,0.128
0Hrud84lLW4GiCeHILpY1z,Broken Token,01JvPU3kH9sxiT4EP0kmKg,Honey Harper,603kTkT5RDUYY40nsI1Xg4,Broken Token,2022-08-16,158.537,spotify:track:0Hrud84lLW4GiCeHILpY1z,4563,0.427,0.475,0.622,0.00398,0.107,-5.97,0.0283,188.749,0.819
7MErMDoBHxRvAn4ptZDNf9,Stay Please,5WvFLGeK0O8imCwfQF1j3b,The Jins,4X8VBL1hTwgs08Tj1jjiKg,Stay Please,2022-08-04,180.414,spotify:track:7MErMDoBHxRvAn4ptZDNf9,4564,0.00144,0.589,0.882,0.0,0.384,-5.119,0.0486,122.034,0.731
1gP2jBo31MGT9DySTFM4Lb,And How They Wept for Eternity,0pm9kmowFxxE4hWYM04MxH,Tribal Gaze,6jSttvdT0rvDv2SH6EftQQ,And How They Wept for Eternity,2022-08-18,234.626,spotify:track:1gP2jBo31MGT9DySTFM4Lb,4565,0.000185,0.538,0.945,0.46,0.454,-5.561,0.0558,115.032,0.499
7GoO5vNXvhVmdHvm1SpzXl,"West Coast, Pt. 2","3qZPpzVdEZepqMsySWDjn5,3osPFn4n6nIX1cI3EOaJMq","Aura T-09,Baseck",6mLRqLgzsDXjPwprInIBdZ,West Coast,2022-08-05,272.218,spotify:track:7GoO5vNXvhVmdHvm1SpzXl,4566,0.00252,0.577,0.973,0.89,0.203,-6.419,0.105,157.998,0.188
0mO1FN8MXytVZfZYpC5i56,Poisoned Arrow,0DCw6lHkzh9t7f8Hb4Z0Sx,Arch Enemy,0UWT0SwOzXkR9IVbz0GNuo,Deceivers,2022-08-12,231.186,spotify:track:0mO1FN8MXytVZfZYpC5i56,4567,8e-05,0.242,0.891,0.143,0.0833,-7.933,0.0596,125.867,0.146
4uzhHID32g0J7Ftn3mhdLp,No Good (feat. CJ McMahon),"3PWrmCPDJPiEy1G3GNqCIb,29eyErawu3CCYTTUPqwrQw","Cultists,Cj Mcmahon",0QXCnubwYJVOODP81ptSGj,No Good (feat. CJ McMahon),2022-08-19,167.114,spotify:track:4uzhHID32g0J7Ftn3mhdLp,4568,7.89e-05,0.515,0.952,0.79,0.676,-2.934,0.101,110.001,0.343
6C4eFltHeNWGu44KgvbSzf,Beast,4m8VJIWL1kqD6AUfp3XWNB,Beverly Crusher,69S1IwQcBDQD5wAUKctlvX,Waste of Waves,2022-08-12,181.28,spotify:track:6C4eFltHeNWGu44KgvbSzf,4569,0.000108,0.508,0.884,0.281,0.118,-6.152,0.0356,90.055,0.827
3hguFtHxVduKoNgTJJfFVw,You Should Be Fine Down There,4nD7mZ37GMiFBSjvWZIlDb,Cold Gawd,6UAotwEeBWFu6YuFTr0nh5,You Should Be Fine Down There,2022-07-26,174.863,spotify:track:3hguFtHxVduKoNgTJJfFVw,4570,0.0,0.074,0.838,0.791,0.0865,-5.588,0.0685,175.274,0.317
4KyRHo6p4tWvQVbKtpeq2B,Morir Para Vivir,0eBkSmbyXhGp8JgIP6OoXD,SIGLOS,4OoAXc3E4EiUppE1F484wb,Morir Para Vivir,2022-07-29,281.678,spotify:track:4KyRHo6p4tWvQVbKtpeq2B,4571,0.000294,0.465,0.987,0.067,0.0855,-4.96,0.138,152.027,0.0951
6mzauuNWZlzgM8p5ZW8asu,The World is Yours,"4Pws9w3O92uETrXCAbdOPl,4IBACd17ekILQx6xdtKxyI","Median,Hus KingPin",1AwfAqrnAWURbvTDZIxX9g,The World is Yours,2022-08-19,197.093,spotify:track:6mzauuNWZlzgM8p5ZW8asu,4572,0.0137,0.445,0.915,0.0,0.344,-3.996,0.276,77.747,0.668
7hzy8lg2vxk4WwQ1xUqwnP,Shot in the Dark,7JGoXMYBPyLNwcQwc2N2Tu,Nordic Union,0Ebk9fi0BBtqKbMwQpG61n,Animalistic,2022-08-12,204.749,spotify:track:7hzy8lg2vxk4WwQ1xUqwnP,4573,0.000199,0.482,0.947,0.0062,0.102,-7.448,0.0493,130.042,0.541
3IJOCBPdWRh8sElXMtcY2b,Mind Flayer,1XXNLj17d3wBoKtFWkik8a,VILT,3Wk0NLumOMlfaFiZavA3Rm,Adversary,2022-08-05,306.044,spotify:track:3IJOCBPdWRh8sElXMtcY2b,4574,5.15e-06,0.186,0.966,0.685,0.223,-7.191,0.0657,110.002,0.0801
4jIxu84bpVR57CQmpN7Ga9,Unforgiven,"40HeNm05FEAxGx8gUOV4my,6KMngHXIHZe2UAvpai1NJT","The Soft Moon,Alli Logout",1HCVgfMFBF1SUhbVvqRgCx,Unforgiven,2022-08-15,184.76,spotify:track:4jIxu84bpVR57CQmpN7Ga9,4575,3.91e-05,0.376,0.867,0.00407,0.124,-8.829,0.0538,172.062,0.265
1qHlqRNBhg5dQ6JKI4ajZM,Native Intellligence - Ghostemane Natural Selection Remix,"5qBZETtyzfYnXOobDXbmcD,0hRijdwO8UsJMudc3476ma,3uL4UpqShC4p2x1dJutoRW","Danny Elfman,Trent Reznor,Ghostemane",4PAEIe0V7cLDUuxaZ3RKDK,Native Intelligence (Ghostemane Natural Selection Remix),2022-07-25,213.306,spotify:track:1qHlqRNBhg5dQ6JKI4ajZM,4576,0.0118,0.482,0.941,0.763,0.0613,-7.284,0.0799,173.117,0.549
0DV3MCoDu2VwidCvp1t6R3,Gimme Some Truth,4us4NMG5wuqdUZvthZrj0Q,Militarie Gun,3E0oXQ0iTRJBffq81PEWDs,Gimme Some Truth,2022-07-26,215.768,spotify:track:0DV3MCoDu2VwidCvp1t6R3,4577,5.96e-05,0.417,0.576,0.00775,0.132,-11.317,0.0304,70.994,0.303
3OWKGsxoSpMOCmPLthFLtI,In False Light,54T3fmk25giTpL4mBmqIHy,Parasite Inc.,1UKj74KKJnshPSFlXavE7e,Cyan Night Dreams,2022-08-19,239.093,spotify:track:3OWKGsxoSpMOCmPLthFLtI,4578,0.000146,0.51,0.971,0.08,0.257,-5.86,0.0641,129.997,0.156
3czXK0gfPQwmUEeTMjFtVO,King for a Day,7JGoXMYBPyLNwcQwc2N2Tu,Nordic Union,0Ebk9fi0BBtqKbMwQpG61n,Animalistic,2022-08-12,166.52,spotify:track:3czXK0gfPQwmUEeTMjFtVO,4579,0.000241,0.52,0.961,0.00044,0.343,-6.732,0.0677,131.986,0.625
66XnWjYGXjbOagAdvttwdm,Brutalism,3ukiFZ3K5CnyYVx2uKB4c9,Atvm,2eSGxcoic6QmTzuKnetnu9,The Split,2022-08-20,360.0,spotify:track:66XnWjYGXjbOagAdvttwdm,4580,0.014,0.252,0.9,0.889,0.123,-15.202,0.0682,121.096,0.151
1NooFJT2FFI2cWW6Wm0hl6,I Don't Know You,18jTFcgHRRYHdwdof1MDZw,Thundermother,0u2sUu2vpAA7ihwscVuPuV,Black and Gold,2022-08-19,215.653,spotify:track:1NooFJT2FFI2cWW6Wm0hl6,4581,0.00983,0.454,0.949,0.0,0.33,-3.014,0.0984,129.965,0.323
3AlqQO0BbuS03ZjLwBemOh,Amber,280ynciDmBOnHdsAwrewis,The Darling Fire,2bYm2AQTN8FdRQ9KmyeJOy,Amber,2022-08-18,288.223,spotify:track:3AlqQO0BbuS03ZjLwBemOh,4582,0.00188,0.38,0.921,0.0109,0.0687,-4.36,0.0554,155.971,0.306
4jroUKOjQ3FvwWrWbEMNxn,The Drug,2NWimAynlyqVUWD4YnJHlC,LIFE,14FIEPxYcaxjrPa8pcMU2i,North East Coastal Town,2022-08-19,175.293,spotify:track:4jroUKOjQ3FvwWrWbEMNxn,4583,0.113,0.609,0.882,0.000374,0.194,-2.923,0.0369,133.895,0.855
06bGV1yggEVa1A3Eit0l4Z,Printemps,6vof5wGAmP50rNbqmdzgrU,Haavard,392v2BBL1ul4cyEcUJGTGd,Printemps,2022-08-16,350.0,spotify:track:06bGV1yggEVa1A3Eit0l4Z,4584,0.521,0.632,0.332,0.832,0.104,-11.804,0.0335,120.037,0.24
7yYhm7l5mjT2DyNLQuyZcN,ETERNAL RECURRENCE,6B9SjvZNSQZkeJDH17oBSO,Current Value,6xppzEWUe1L5HTklynQH3m,ETERNAL RECURRENCE,2022-08-18,298.779,spotify:track:7yYhm7l5mjT2DyNLQuyZcN,4585,0.000281,0.427,0.91,0.412,0.363,-4.053,0.166,171.925,0.0997
52reYrkR8j0HF5HKe6GaXw,Hollow,5sW5eR9g4kNibasfrlw4EN,Spirit Adrift,2ZcnlqVOsNIFTgzomaK2EJ,20 Centuries Gone,2022-08-19,355.28,spotify:track:52reYrkR8j0HF5HKe6GaXw,4586,5.76e-05,0.355,0.911,0.108,0.115,-6.885,0.0368,95.022,0.154
209JfoBaJd7HpFOXs4z1xQ,Incomplete,2NWimAynlyqVUWD4YnJHlC,LIFE,14FIEPxYcaxjrPa8pcMU2i,North East Coastal Town,2022-08-19,163.986,spotify:track:209JfoBaJd7HpFOXs4z1xQ,4587,0.065,0.743,0.742,0.000757,0.246,-4.879,0.0633,120.041,0.66
3mMm2oYBRpkUceYWeuEFPM,Blackblood,3srw5ejiGBU468sC4SCMgE,Diabology,4eZSYi2ilqdS90HpTF2lVO,Blackblood,2022-08-19,215.658,spotify:track:3mMm2oYBRpkUceYWeuEFPM,4588,1.69e-05,0.523,0.97,0.782,0.0739,-4.747,0.0608,107.505,0.311
4JyDXXLIp1RlppKEysUYyk,It Always Rains,7oTWrSAsrqQnBE1LRUBZPE,SRSQ,3S2kyxAjYyABh360bDQgtn,Ever Crashing,2022-08-19,360.855,spotify:track:4JyDXXLIp1RlppKEysUYyk,4589,0.156,0.164,0.368,0.146,0.092,-8.469,0.0363,101.874,0.0868
4fr0vQ3AF0M5gTjG2ifyJM,here is the song you always wanted me to write,5vcHTMdBux7BMR4UIA3QhE,Black Elder,2SJBftgMzaKqzoBW2QDFUj,here is the song you always wanted me to write,2022-08-19,203.47,spotify:track:4fr0vQ3AF0M5gTjG2ifyJM,4590,4.92e-05,0.398,0.906,4.5e-05,0.137,-7.138,0.1,169.998,0.135
1JJC89wml3N0jgMIldsezW,Doomsayers,2yYHBERjAoxd76M7FygX4c,WhatDrivesTheWeak,4keApXnYHyTnagBIzmmOzB,Doomsayers,2022-08-02,173.84,spotify:track:1JJC89wml3N0jgMIldsezW,4591,4.96e-06,0.387,0.972,0.588,0.0923,-2.765,0.134,194.983,0.382
