id,track_name,artist_id,artist_name,album_id,album_name,release_date,duration,uri,playlist_offset
42Y6p0Kc3suygNBwWklv2T,Baby Criminal,2nAKP6etu8wXNnezKXgqgg,Viagra Boys,2IC2TP7bnwkfl56vjabLQt,Cave World,2022-07-08,279.605,spotify:track:42Y6p0Kc3suygNBwWklv2T,0
7q53QRZ2Tdk3zcs8Ue67DV,Empty Kingdom,22OfTwWAZCFEoblae5MsvR,Silent Monolith,5C5PKzeZ114SwIMQKV7AXM,Empty Kingdom,2022-07-16,244.333,spotify:track:7q53QRZ2Tdk3zcs8Ue67DV,1
1w2DEorfquOgL92UTc9Oec,Human Capital,781vvvQYKgDjg3i90b7vtV,Bad Breeding,50e9l0RpAg583vCVlUsCOm,Human Capital,2022-07-08,286.888,spotify:track:1w2DEorfquOgL92UTc9Oec,2
03H21hhaJ4jQZiJUxvxpbD,Into the Fire,7uKoxJsvfOjGnzn1GIWQ3G,ASOMVEL,1iSWoxs4gzbS1GKg0uotIg,Into the Fire,2022-02-18,193.41,spotify:track:03H21hhaJ4jQZiJUxvxpbD,3
7AyllcfefWI33hVIg6x9Q1,Necrobionics,1vbr39xw4sKFUOiogA0DWN,Undeath,5pL9YDRmrXWNPEJGKiYUXs,It's Time...To Rise from the Grave,2022-04-22,211.267,spotify:track:7AyllcfefWI33hVIg6x9Q1,4
039LjnW10JKYN3kfEo4wZ0,Cold & Distant,3jmqk617nnjalSiZUCaaBi,Hangman's Chair,0cVHeZCI9YO7zovnvacfhy,A Loner,2022-02-11,309.293,spotify:track:039LjnW10JKYN3kfEo4wZ0,5
5I83dKPmLXKpeyCWYVkDdw,F*ck My Anxiety,5IhRC86twNb6XePyW4i05E,STAKE,3uOaDRKRilIlyyv06e38ho,"LOVE, DEATH and DECAY",2022-09-30,216.24,spotify:track:5I83dKPmLXKpeyCWYVkDdw,6
235IZurAgYuVOElnIXlqdB,PMS,32rI2a65NqHEnTAewmPNEC,Voice of Baceprot,5s29PCqC9DrkdRtyLHDZX3,PMS,2022-11-02,211.334,spotify:track:235IZurAgYuVOElnIXlqdB,7
273Be3yr2GWJM4YRA1eRxK,Crescent Horn,6LTyTOIhMplVisnE1CLR5a,Bastard,1F9bGER1ceaBX9qRLFkSru,Rotten Blood,2022-03-11,243.7,spotify:track:273Be3yr2GWJM4YRA1eRxK,8
6RW7abeDBvFCuhxPLWklW3,Comatose,3utxjLheHaVEd9bPjQRsy8,Coheed and Cambria,5YRtvIMApwxnUTcWUBcaON,Vaxis II: A Window of the Waking Mind,2022-06-24,190.431,spotify:track:6RW7abeDBvFCuhxPLWklW3,9
3irkZrFRdtIgc9xmbb95In,Cloaked,3uHCTHxtg3IVAvhyrYsZvI,Rolo Tomassi,3821HxVYaIwRA9DLfo8GHa,Where Myth Becomes Memory,2022-02-04,234.955,spotify:track:3irkZrFRdtIgc9xmbb95In,10
6P6h9RdPJxPWqFqpLFIYA9,The Wolf You Feed (feat. Alissa White-Gluz),73GhYkwfPQzmfJb1cdPqPf,Nita Strauss,0RldApXzFEBMTvPetGTIcF,The Wolf You Feed (feat. Alissa White-Gluz),2022-10-25,234.0,spotify:track:6P6h9RdPJxPWqFqpLFIYA9,11
3cFstfrvlhDTF7QwNnJaSn,Viva Las Vegas,30U8fYtiNpeA5KH6H87QUV,Dead Kennedys,193bYwZs05GxfqbNB3grF0,Fresh Fruit For Rotting Vegetables,1980,162.293,spotify:track:3cFstfrvlhDTF7QwNnJaSn,12
0vAGa3Ff6KUEKx2HSIBTWn,Ritual Violence,5tgfw6rEJrNKXFkzIa0reH,Arsena,1m9qfXz3dKoCQh6HlKNpWp,Blood Rusted Mother Earth,2022-09-09,356.928,spotify:track:0vAGa3Ff6KUEKx2HSIBTWn,13
579tXkS7NeS8rH35CjMVOD,World Full Of,3m7JHlRsZs6jkvzWAnkyuq,Life's Question,3szSSG9C1WEMUPdkukrybl,World Full Of...,2022-08-08,341.49,spotify:track:579tXkS7NeS8rH35CjMVOD,14
3mN6aSMBoCtsYfEi7qqgh9,No Taste,5HdFFzzKumvVRK4bAzpdwF,School Drugs,5Z2qww7FTTRQwkVDUQcjzR,Absolution,2022-08-26,66.058,spotify:track:3mN6aSMBoCtsYfEi7qqgh9,15
2daoDEsF06ULueoH2eGhIg,Immortal (feat. Mike McCready),6ZLTlhejhndI4Rh53vYhrY,Ozzy Osbourne,4u1LXToDGOdhDDf4c9zeqb,Patient Number 9,2022-09-09,183.967,spotify:track:2daoDEsF06ULueoH2eGhIg,16
3ROQcr0U4X4qeS2qm5Ha7T,God Only Knows,6ZLTlhejhndI4Rh53vYhrY,Ozzy Osbourne,4u1LXToDGOdhDDf4c9zeqb,Patient Number 9,2022-09-09,300.656,spotify:track:3ROQcr0U4X4qeS2qm5Ha7T,17
7MEIGXWygVzK6Ihxp3kotD,Broken,5HdFFzzKumvVRK4bAzpdwF,School Drugs,5Z2qww7FTTRQwkVDUQcjzR,Absolution,2022-08-26,65.565,spotify:track:7MEIGXWygVzK6Ihxp3kotD,18
6poIsLPDUs5HwDK0Q7JoJT,Acid,18TNVFTJ6WfeicsMRrdJHI,Metz,6oohCr9v7p096xhoKxUOBq,Acid,2021-03-12,201.96,spotify:track:6poIsLPDUs5HwDK0Q7JoJT,19
6K4sl3JE7oeuUhDJvy9ku3,Activate,09mNj9XgCqgg6usfeXOoBg,Vektor,0rfHDsz52JsOhrqHSosKRs,Activate,2020-12-16,210.288,spotify:track:6K4sl3JE7oeuUhDJvy9ku3,20
72qxjzmZRP3JfwwpTHsIu0,Akinesia,3EcmhzfSBJJDtEVCdmVg9N,Deathsomnia,4UTHIs2lRWHthvsgkRi716,Akinesia,2021-08-04,212.671,spotify:track:72qxjzmZRP3JfwwpTHsIu0,21
3WC0gsMu6HYTolvlsCEFKF,Blackened - Remastered,2ye2Wgw4gimLv2eAKyk1NB,Metallica,2bKDte0I4SceROjBMtYtKV,…And Justice for All (Remastered Deluxe Box Set),1988-08-25,402.143,spotify:track:3WC0gsMu6HYTolvlsCEFKF,22
4BkM0A2FwgLB8Av8fKLMzg,Lazaretto,3uL4UpqShC4p2x1dJutoRW,Ghostemane,3gEv1vpsDgaEo4TLuu0Lwz,ANTI-ICON,2020-10-21,113.333,spotify:track:4BkM0A2FwgLB8Av8fKLMzg,23
5DhBr3Zhpa0XUmVKMMGdcm,Arrows,3u4HBuoQ4dgPBzX2Q9uf5S,Red Fang,50QcKLsvgVyLzDwFclkiex,Arrows,2021-04-05,232.98,spotify:track:5DhBr3Zhpa0XUmVKMMGdcm,24
6EJ0zG2Ln0dZ351WwhduUQ,Atone,5HUFo8AH9ZILmlyKFfEMNP,Jerry Cantrell,1iSzJwmU2H3KZrCcnxLKqr,Atone,2021-07-30,253.575,spotify:track:6EJ0zG2Ln0dZ351WwhduUQ,25
06rUSp5vUkWsZrU1g2DYx1,AVERAGE DEATH,4V5obzWMr7BHZrjOiQwB4K,The Armed,3tJMthBdjOgApxrUaFsvEy,AVERAGE DEATH,2021-03-02,271.9,spotify:track:06rUSp5vUkWsZrU1g2DYx1,26
7pyHEm4pE1i2V9TM6DahQO,Awake // Sedate,0l5d2oD9unQCRRogw47e2Q,SOM,25DrcZEd6ftnWm81TvZLrG,Awake,2021-03-05,273.709,spotify:track:7pyHEm4pE1i2V9TM6DahQO,27
5x3z2NNsQG9bMr7hAAqiA0,Bad Entertainment (feat. Milkie Way),0XGJ3GUPwslwFJ66yNbHeh,Trash Boat,2CJvMtO9IqPx73TZ4GpSNo,Bad Entertainment (feat. Milkie Way),2021-07-08,232.53,spotify:track:5x3z2NNsQG9bMr7hAAqiA0,28
0bgVC6g0DKICC9qzuj3n7b,Before the Blight,7HBg0SjUKvVd3IW9v1bf4T,Esses,31DpQNrSC43aCbWM2zxd8a,Before the Blight,2021-07-09,215.626,spotify:track:0bgVC6g0DKICC9qzuj3n7b,29
7yp84j0ivUrkeEWtYUxvKp,BLACKOUT,2qnpHrOzdmOo1S4ox3j17x,Turnstile,0W0I2VBZ4UQRIAmq3LDu5f,BLACKOUT,2021-07-28,173.279,spotify:track:7yp84j0ivUrkeEWtYUxvKp,30
5I8sG9fzdJMAm4e3B0rxDL,Coil,7kHzfxMLtVHHb523s43rY1,Converge,4rEDzWnp2RoNzSx8DjO7gY,Bloodmoon: I,2021-11-19,368.453,spotify:track:5I8sG9fzdJMAm4e3B0rxDL,31
671gFjeiyqUEIgXfLKj956,Play The Greatest Hits,3btzEQD6sugImIHPMRgkwV,Wolf Alice,1zt521PK0lam6J79DNMIJi,Blue Weekend,2021-06-04,147.664,spotify:track:671gFjeiyqUEIgXfLKj956,32
5qv8nLNpGt3f68J1oiT5Rz,Psychic Wound,4C20AUsp5T2VNHmzSTSzYn,King Woman,03WX9IwPuTfVUwUxUlewvJ,Boghz,2021-07-14,200.387,spotify:track:5qv8nLNpGt3f68J1oiT5Rz,33
03QIE6ty1kLaZprKsJ1WMe,Born to Fight,79CWSiI7ed0ubWZFpbgrGO,She/Beast,6xA6HusXCK2L5OupMoPaRT,Born to Fight,2020-11-24,239.574,spotify:track:03QIE6ty1kLaZprKsJ1WMe,34
1NYiJ5zL3YdPaZokaipMLW,Bow,6yCjbLFZ9qAnWfsy9ujm5Y,Zeal & Ardor,2pRGYMut6CgaMXKlAFnlLd,Bow,2021-09-01,133.786,spotify:track:1NYiJ5zL3YdPaZokaipMLW,35
4BVkcq4708rC720KR7FDiE,Brand New Future,5R9WJjT2i9zmBWMNWD2rLp,Splinter,4E7dws94aYswrnwV4dERuv,Brand New Future,2021-06-18,267.213,spotify:track:4BVkcq4708rC720KR7FDiE,36
0cMXOqMpNtcPCqe2Q7Yp0b,Brighten,5HUFo8AH9ZILmlyKFfEMNP,Jerry Cantrell,4G14ImdbfLm9adBZfNuMjg,Brighten,2021-10-29,285.842,spotify:track:0cMXOqMpNtcPCqe2Q7Yp0b,37
0Dx1VLQ3wlYcnKa6MDddfT,Broke,3m7JHlRsZs6jkvzWAnkyuq,Life's Question,7nLXC7lgc4ASX4JMXr622f,Broke,2020-12-11,127.774,spotify:track:0Dx1VLQ3wlYcnKa6MDddfT,38
4MUetE8RS3ykfKPMsBvN01,Brothers of the Road,0bDUXDIVbwZC0NVw26b4D3,KK's Priest,01v8cSXqK2IjQZgUgvwE6Z,Brothers of the Road,2021-07-21,202.527,spotify:track:4MUetE8RS3ykfKPMsBvN01,39
5f7khPnMYRqBMufcMUBvwg,Calcified Youth,6nDgICbtlqsOj1OrHuRkDg,Blood From The Soul,7sLagNtiW1qZFgzYSeddxk,Calcified Youth,2020-10-27,274.462,spotify:track:5f7khPnMYRqBMufcMUBvwg,40
4UGZZDdrDxWTRrJJJNzCaQ,Celestial Blues,4C20AUsp5T2VNHmzSTSzYn,King Woman,3OKcePcXMmswbp5BOKIMWH,Celestial Blues,2021-07-30,276.54,spotify:track:4UGZZDdrDxWTRrJJJNzCaQ,41
7M9wvzlpJroGzp0nRQ6vVV,Coil,4C20AUsp5T2VNHmzSTSzYn,King Woman,3OKcePcXMmswbp5BOKIMWH,Celestial Blues,2021-07-30,181.094,spotify:track:7M9wvzlpJroGzp0nRQ6vVV,42
1b4zMfYxFwVX11PNuPa14X,Chardonnay Nights,6xPOeIDWmM9ooOw7SBknMl,The Night Flight Orchestra,6Pyb3ijizoBrPBoupx3hks,Chardonnay Nights,2021-07-23,273.72,spotify:track:1b4zMfYxFwVX11PNuPa14X,43
6o9yuCwKIlhShmkFusUsda,Burn for Me,6xPOeIDWmM9ooOw7SBknMl,The Night Flight Orchestra,6Pyb3ijizoBrPBoupx3hks,Chardonnay Nights,2021-07-23,228.213,spotify:track:6o9yuCwKIlhShmkFusUsda,44
0zXyfewzjYt4N6xyolsXLI,White Jeans,6xPOeIDWmM9ooOw7SBknMl,The Night Flight Orchestra,6Pyb3ijizoBrPBoupx3hks,Chardonnay Nights,2021-07-23,252.826,spotify:track:0zXyfewzjYt4N6xyolsXLI,45
2znJImPhsEV8FhHI4Xzxoc,Chauvinist,2bpwFx2J3v4WxY4awDIPHd,Levels,6hRnrYQSZOKd8msauQCChA,Chauvinist,2020-11-13,193.557,spotify:track:2znJImPhsEV8FhHI4Xzxoc,46
34oIzPx1HX5MBQzYHM33lJ,Let Them Bleed,6jYtQDVzNYje5WcVZJ3TXy,Thunder Horse,3ZY5wTN8VSuYyLkPdpgpeH,Chosen One,2021-03-12,366.082,spotify:track:34oIzPx1HX5MBQzYHM33lJ,47
3neCnBouNr3Xkbpe7Mzxh4,Circle With Me,4MzJMcHQBl9SIYSjwWn8QW,Spiritbox,4qcaZiTHCAwA4d156aErzG,Circle With Me,2021-04-30,233.88,spotify:track:3neCnBouNr3Xkbpe7Mzxh4,48
2Ilz2qZp9D3O1qlbxW4azz,Sundowner,091cSUyhQCRgJreqXy17m5,Four Stroke Baron,35v264N4fiM74c9ABTquX8,Classics,2021-10-01,262.889,spotify:track:2Ilz2qZp9D3O1qlbxW4azz,49
0AywDudSN3fgXKuJRy5aPf,Painting a Clear Picture from a Unreliable Narrator,7CFS5X96xBaJft4QdzTTC1,SeeYouSpaceCowboy...,6P6WwBj2lgrGH3EyURzgpO,A Clear Picture from a Unreliable Narrator,2021-04-27,200.715,spotify:track:0AywDudSN3fgXKuJRy5aPf,50
6lKnX1GEyt9LKG8pojZcuu,Cold & Distant,3jmqk617nnjalSiZUCaaBi,Hangman's Chair,0sLKJnBz2eeVAbaMj0DVcy,Cold & Distant,2021-05-21,309.293,spotify:track:6lKnX1GEyt9LKG8pojZcuu,51
56qkrMwEzu4cR4UrG6GHiL,Desperate Pleasures,0o7WWONtleH6PWLn5GIoCM,Every Time I Die,6TliRbh2qzFFExsCtKCVTh,A Colossal Wreck // Desperate Pleasures,2020-12-08,191.653,spotify:track:56qkrMwEzu4cR4UrG6GHiL,52
1hhvwDhCFN6cB7Ga5KLV9k,Crack a Smile,3HUD6tXPRpqbXIBqJMdNCR,LURK,29kyGKjzeisWevhLjPpKfP,Crack a Smile,2021-07-07,169.377,spotify:track:1hhvwDhCFN6cB7Ga5KLV9k,53
6u0vyETd4P1qIfggu3e2sU,Car Crash,75mafsNqNE1WSEVxIKuY5C,IDLES,27ygqCfb4dXQ3jyXnC58FU,CRAWLER,2021-11-12,233.626,spotify:track:6u0vyETd4P1qIfggu3e2sU,54
2rX97r2QjIXxHYjLAcGpSZ,The Beachland Ballroom,75mafsNqNE1WSEVxIKuY5C,IDLES,27ygqCfb4dXQ3jyXnC58FU,CRAWLER,2021-11-12,240.973,spotify:track:2rX97r2QjIXxHYjLAcGpSZ,55
7JlUiuCXUDK5blSa8Gb9Ob,Cure 4 Psycho,6OVWDN6Ty6RfnhUJlrYBlI,RedHook,5mPNhLXoyn98tShWrYJfKV,Cure 4 Psycho,2020-11-13,157.749,spotify:track:7JlUiuCXUDK5blSa8Gb9Ob,56
1qYXynYdeodUFDH3DP7quK,Minor Case,0L9DzGxpz3Pn5cOk3VzkMr,VR SEX,3kF36RVrWbewcUSFTzu5eW,Cyber Crimes,2021-04-30,232.539,spotify:track:1qYXynYdeodUFDH3DP7quK,57
7lQeIeQFcqPnJpGICPBX1y,Night City Aliens,4V5obzWMr7BHZrjOiQwB4K,The Armed,4IzV5XnSOvOBZ2z9WKsi3W,"Cyberpunk 2077: Radio, Vol. 1 (Original Soundtrack)",2020-12-11,204.74,spotify:track:7lQeIeQFcqPnJpGICPBX1y,58
134IgRBV74jw5R5pYysYk9,Night City Aliens,4V5obzWMr7BHZrjOiQwB4K,The Armed,28PcfVJsEpDcObv9swX6Z8,"Cyberpunk 2077: Radio, Vol. 1 (Original Soundtrack)",2020-12-11,204.74,spotify:track:134IgRBV74jw5R5pYysYk9,59
7u28TZOIFPj8v5SDUTh6vE,Friday Night Fire Fight,0ZZBzndaYgoAtcc9T73xqc,Aligns,28PcfVJsEpDcObv9swX6Z8,"Cyberpunk 2077: Radio, Vol. 1 (Original Soundtrack)",2020-12-11,214.7,spotify:track:7u28TZOIFPj8v5SDUTh6vE,60
5PRU610vVE9hHvPqfH3qcX,Damaged Goods,75mafsNqNE1WSEVxIKuY5C,IDLES,1T0nUhUZKXBsgog7qe5u1F,Damaged Goods,2021-05-28,160.0,spotify:track:5PRU610vVE9hHvPqfH3qcX,61
5kElq7ptdvjIOPmxwzq4O2,A Different Path,5xnm2W0cqiqAuSzpTOiaFx,Love Is Red,5bfsdHiNXr4C5PBNPALW24,Darkness Is Waiting,2021-06-21,138.14,spotify:track:5kElq7ptdvjIOPmxwzq4O2,62
6mJ1xzqTOpUfIKVc4d5HDl,Diana,6ZK2nrW8aCTg8Bid7I7N10,Chelsea Wolfe,3KQGVYjzN1c5QhhdeGwIMF,Diana,2021-05-26,256.105,spotify:track:6mJ1xzqTOpUfIKVc4d5HDl,63
0oVo5a1JabQ6AVBSUvDTdN,Different Method,0WsKaCrAH7xPTAW6B18lvm,DARE,6BNM7V4vbiVva2NBfkm4ev,Different Method,2021-06-11,102.36,spotify:track:0oVo5a1JabQ6AVBSUvDTdN,64
5bccYlSbCo13rsK5i3f4i3,Don't You Feel Amazing?,0XGJ3GUPwslwFJ66yNbHeh,Trash Boat,5fzm0EmXjDTEOQv6GjGg7v,Don't You Feel Amazing?,2021-06-02,225.841,spotify:track:5bccYlSbCo13rsK5i3f4i3,65
6uGFLZuLASEqhhZuOciFlK,CUE,5mlbvTfWUOfDrUIK6dkNzv,Poppy,64qHcKFcreaFc70UtMFUMM,EAT (NXT Soundtrack),2021-06-08,206.023,spotify:track:6uGFLZuLASEqhhZuOciFlK,66
6gaiIOJF8LbjyvX7VKOLm8,Envy,7LeHdLOuiySZgt7ewdckbX,Afterlife,1wJhK0tlMtM1c190rxaZCr,Envy,2021-07-07,212.53,spotify:track:6gaiIOJF8LbjyvX7VKOLm8,67
0e0phXCT7jNlROrwLeTAPK,Recognition,4y0ph2gWvcF21ODif4ZpZ4,Human Impact,6MnR8xic3SpZwzsH65TQZ8,EP01,2021-03-12,256.426,spotify:track:0e0phXCT7jNlROrwLeTAPK,68
04QGaBNvg3zmP4Nklyob6e,Erase,6yCjbLFZ9qAnWfsy9ujm5Y,Zeal & Ardor,6WyrGHsHq56JYiz39Ph6WQ,Erase,2021-07-23,241.96,spotify:track:04QGaBNvg3zmP4Nklyob6e,69
18np3mLcrafFVaydqTNRAV,Sì-XIV,1isrot4GGRmnqFT2vMAa5q,Dvne,4rqMk0bj9vhmLSgrpQ0fTY,Etemen Ænka,2021-03-19,382.866,spotify:track:18np3mLcrafFVaydqTNRAV,70
6snsd00vziTFb3ywRWJIlE,Everybody Sins - Radio Edit,4YJR4xviDKHoelt9WKHlBa,Andrew W.K.,601HCwdmUsxk80ptKE92G9,Everybody Sins (Radio Edit),2021-07-14,257.186,spotify:track:6snsd00vziTFb3ywRWJIlE,71
6qgU6XrxxkmrRJtxszrYDW,Fault,3bQOdXdA0JLHAVHavCMqs8,Desperate Journalist,1CbI3XPcfoLkcVgOLhLmwI,Fault,2021-04-02,244.986,spotify:track:6qgU6XrxxkmrRJtxszrYDW,72
1iJDsSrrVM1GrToPOMnq0e,Fear of Dying,5mlbvTfWUOfDrUIK6dkNzv,Poppy,37p6hHok2BlHQ3VjiRGrTt,Fear of Dying,2021-05-26,163.062,spotify:track:1iJDsSrrVM1GrToPOMnq0e,73
6PhrbFbRW3Cchrv6klsLF5,Sphinx,0GDGKpJFhVpcjIGF8N6Ewt,Gojira,3bmdzJRZ4DLRTiA6yBBQcI,Fortitude,2021-04-30,240.358,spotify:track:6PhrbFbRW3Cchrv6klsLF5,74
7bbwpLmK2BCMfEWffhVakJ,Friday Knight,091cSUyhQCRgJreqXy17m5,Four Stroke Baron,0QMXwPaFvYH5Ko7AiafLCb,Friday Knight,2021-07-14,284.911,spotify:track:7bbwpLmK2BCMfEWffhVakJ,75
026YEcmg29OySh0FhbWQ8M,Fuck These Fuckin Fascists,0k4t6CgTa017VoLxokJn8t,The Muslims,4d929LK3MYZzxakbE1aLnN,Fuck These Fuckin Fascists,2021-07-08,128.598,spotify:track:026YEcmg29OySh0FhbWQ8M,76
6SUuwfdQrLWCsDrRcl2rti,Glory of Hel,0eCgo2A2l8pJpAJOjYimxA,HJELVIK,1TQfMLI5WV9aca7FEIzzyJ,Glory of Hel,2020-11-06,270.74,spotify:track:6SUuwfdQrLWCsDrRcl2rti,77
5iXnD2VizcAbErpkcuNQ6I,MYSTERY,2qnpHrOzdmOo1S4ox3j17x,Turnstile,2NrYPcMmQBlbBxopc2XlzS,GLOW ON,2021-08-27,155.199,spotify:track:5iXnD2VizcAbErpkcuNQ6I,78
4GEzRvnkS7dSevPoXrYXyg,Erase,6yCjbLFZ9qAnWfsy9ujm5Y,Zeal & Ardor,4b0VXZTRkHPyFWZVcEqt1k,Golden Liar,2021-12-01,241.96,spotify:track:4GEzRvnkS7dSevPoXrYXyg,79
6NxprEWKLgokUfp0wCHDdw,Good Trouble,1DXylZlWbVvlckNqwvjTEt,Ministry,0SKBzZUEjv733RQr2KHleb,Good Trouble,2021-07-09,233.676,spotify:track:6NxprEWKLgokUfp0wCHDdw,80
5fIQiMWBUF5IZztP5pg1gQ,The Green Manalishi (With the Two Prong Crown),0FfuujZJUa7Z2JzhhiPI2z,Kadavar,1aePo6oir1bdUHxAxuXBOb,The Green Manalishi (With the Two Prong Crown),2021-02-26,314.675,spotify:track:5fIQiMWBUF5IZztP5pg1gQ,81
23xxsS6cE7qgw5drzpR5WF,Guided by Angels,3NqV2DJoAWsjl787bWaHW7,Amyl and The Sniffers,05dY0qvJmxM5dWf8luGI1L,Guided by Angels,2021-07-07,179.56,spotify:track:23xxsS6cE7qgw5drzpR5WF,82
1eMkq6VaOL1OHQnj3wW6PL,Bolt Swallower,2EwbxYWItpLOIDc3TFHve6,Gulch,0A2t7g3ZaY4qPUB96Hmfmn,Gulch/Sunami Split,2021-03-01,247.455,spotify:track:1eMkq6VaOL1OHQnj3wW6PL,83
5iyR3KO0W7aRs8rrg2MOBI,Gumshield,1aOt6LvXOV6I8dv1A5Diia,DON BROCO,4ogwZVLvS3KEJg4gscFUSQ,Gumshield,2021-07-08,217.224,spotify:track:5iyR3KO0W7aRs8rrg2MOBI,84
18yN1M8EHIDTfRnCAt9Xy9,Hailstones for Rain,1vKXAkXBGSbjgGcOPYLI6j,Årabrot,0aXXHfpFXD09FJ4j8yv9ok,Hailstones for Rain,2021-03-10,296.72,spotify:track:18yN1M8EHIDTfRnCAt9Xy9,85
5GntBYeuf6LIOoI6Kv3Egq,Hands Of The Ripper,6MC1i9hToT9dRxdN4hIHEW,Bloody Hammers,1SG9RAYs29ksG0kApAIsjA,Hands Of The Ripper,2020-12-03,172.013,spotify:track:5GntBYeuf6LIOoI6Kv3Egq,86
2UsczqvD4iDtH8f9nBiI64,The Babysitter,3dPPEQeCf0pcfeEL4rBj4P,Deaf Chonky,6ccCAZPsz9VUdR13rua5rt,Harsh,2020-02-19,208.453,spotify:track:2UsczqvD4iDtH8f9nBiI64,87
4s2cOQQ28ZZhuH9uRHmqg1,Harvey Weinstein (Is a Symptom),2OQoYYxZxDpZgN1D14DPcY,Neighborhood Brats,4m9jwcqFcR6GIoaakL4ivS,Harvey Weinstein (Is a Symptom),2021-05-07,81.514,spotify:track:4s2cOQQ28ZZhuH9uRHmqg1,88
7n3xQXDYjaW5L5vgEuxlY3,Hollywood,34gLicNdz493863yZTanvC,Emma Ruth Rundle,2Rle7dUqBUZmerBLiUNpUW,Hollywood,2020-12-10,315.466,spotify:track:7n3xQXDYjaW5L5vgEuxlY3,89
5q27nrllASEcgP0wt0oNwd,Bacia das Almas,0Ubo1fKmsKmf8A8D2kh16r,Papangu,5KWddjnglQLxqJ9Fc8sRCN,Holoceno,2021-06-25,336.053,spotify:track:5q27nrllASEcgP0wt0oNwd,90
1SjfsNhqwyLHEqaOxnoLDe,The Hunt,1iZlQG09PwkMVMumsvgFj4,Dagoba,56nY6YWqoPxd4CrjGYYeqW,The Hunt,2021-07-20,266.36,spotify:track:1SjfsNhqwyLHEqaOxnoLDe,91
47RRcu032tugUTX8i6OGlt,Sickle and Peace,1Dvfqq39HxvCJ3GvfeIFuT,Mastodon,5xnZl7sdxxIb4rkDcbD4IC,Hushed and Grim,2021-10-29,377.695,spotify:track:47RRcu032tugUTX8i6OGlt,92
0svFlmFdw4sxlJzsLTXeTo,Pushing the Tides,1Dvfqq39HxvCJ3GvfeIFuT,Mastodon,5xnZl7sdxxIb4rkDcbD4IC,Hushed and Grim,2021-10-29,209.932,spotify:track:0svFlmFdw4sxlJzsLTXeTo,93
7dOqFHOe85ObvZRHnyFYrf,BURN TO ASHES,4du3q8TIzsZxZZKdRT23Jg,Backxwash,4gaxRsSkSQmoyDsTesvplD,I LIE HERE BURIED WITH MY RINGS AND MY DRESSES,2021-06-20,241.714,spotify:track:7dOqFHOe85ObvZRHnyFYrf,94
7eiCNkdHmnWMj1O2xFD8rs,I'm in Heaven,4YJR4xviDKHoelt9WKHlBa,Andrew W.K.,6Q2AzOBZLsuufy7MZ4iTaY,I'm in Heaven,2021-05-06,195.533,spotify:track:7eiCNkdHmnWMj1O2xFD8rs,95
1KKwdzzcJZNYPO50FbKAzE,I'm Staying Home,3X0a18Q9nluwuFYv5hB5cm,Monolord,3VcF6aiYe8wfxSWKWokIk1,I'm Staying Home,2021-01-14,364.0,spotify:track:1KKwdzzcJZNYPO50FbKAzE,96
0dRLvMdWQmZbCCFLYpNna6,Inner Calm from Outer Storms,4JNF6YOUi69O4zAdwQVGLY,Killer Be Killed,3eewDYBdyzcgtDfZhqIT6G,Inner Calm from Outer Storms,2020-11-06,232.747,spotify:track:0dRLvMdWQmZbCCFLYpNna6,97
7yEWHAjDOOWKxjOAsvt64b,Modern Guy,18H0sAptzdwid08XGg1Lcj,Death From Above 1979,6H9QBo21NFBgN9Thf84pK7,Is 4 Lovers,2021-03-26,209.902,spotify:track:7yEWHAjDOOWKxjOAsvt64b,98
7vAWLTQr7F9KLKsIu7RbT6,AN ITERATION,4V5obzWMr7BHZrjOiQwB4K,The Armed,0xMePIGPcoO7Xirx1Jh0da,AN ITERATION,2021-03-31,173.154,spotify:track:7vAWLTQr7F9KLKsIu7RbT6,99
02ZdMHRfECQJQ3jAKCBRUm,It's Already Over,1Uwe1MbiKnPHAFh3qMWuNp,Portrayal of Guilt,4rcJLPrYt73HTq5rnyTx24,It's Already Over / Masochistic Oath,2020-10-27,162.028,spotify:track:02ZdMHRfECQJQ3jAKCBRUm,100
4DEzDE4aWQapm3OeOE2HHP,I’ve Been Everywhere,2kLc7t2L9AX4QXgMrlUmtu,L.A. Rats,0gmYpbcldA81iqby393A9K,I’ve Been Everywhere,2021-05-21,239.681,spotify:track:4DEzDE4aWQapm3OeOE2HHP,101
76I8SPUVY3ZU9kVPXH9G9Q,Leaders of the Blind,2MIoyDjdxCUdnV59UqbJGk,Green Lung,4Fcx1bH6xAbM0sLIf1FpJj,Leaders of the Blind,2021-06-25,281.386,spotify:track:76I8SPUVY3ZU9kVPXH9G9Q,102
7K9GuLxwoBOlIPATtvcC5a,Purgatory,4CASo5ALuNEWrsKDpCKm5h,The L.I.F.E. Project,267u0dLChjPuvEQok1aIzX,The L.I.F.E. Project,2021-07-09,322.428,spotify:track:7K9GuLxwoBOlIPATtvcC5a,103
5834UlRALHXn4NYxLFkWwW,A LITTLE LOVE,3r6Sk3pYxdJk7MekhBGgMR,Blood Red Shoes,78YASVI7IEn1yd3SWUfs3H,A LITTLE LOVE,2021-06-04,184.853,spotify:track:5834UlRALHXn4NYxLFkWwW,104
